	('Cell Line: A549', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: CAL-12T', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Calu-3', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: DMS153', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: DMS53', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1299', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1355', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1437', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1650', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1666', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1703', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1734', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Cell Line: H1781', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1792', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1944', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1975', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H209', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H2106', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2228', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H23', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H2342', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2405', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H358', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H441', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H446', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H460', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H524', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H526', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H661', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H69', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H82', u'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H838', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC15', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC44', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC78', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC827', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Lou-NH91', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('ALYREF_Rme1_R63', 'Data-Type: Rme1')	-0.146918943022	-1.72387650525	0.134085321429	-0.4840655871	0.447527109037	0.819517702417	-0.0761848391818	-0.709786848723	0.459815943272	-2.42104912089	0.339076080859	-0.0489035037343	0.180782934454	0.42144725797	0.497405465765	0.0952486169728	-0.501281217178	1.15139881745	0.206223820218	0.567539497175	0.186348557541	-2.89295153593	1.98307764552	0.661698698958	-0.0437450717366	0.689836650848	-0.992003821951	1.26171306917	0.325535277342	-0.170582367226	1.03815385698	-0.183998937377	0.140538635079	-2.21336812878	-0.171815491947	0.763536668185	0.410024293388
('API5_Rme1_R500', 'Data-Type: Rme1')	0.405944242236	-0.755438743225	-0.159224974557	1.51122828376	1.39837513182	1.14540013671	-0.823923212804	0.38560134152	-1.25598421675	-0.688441402461	-1.27234179279	-0.814458464862	1.42313276036	0.967809047211	-1.08135807656	-0.358654001992	1.91079494443	0.640527605866	0.152259321348	-0.19596263682	-1.52955152544	-1.31692897252	0.00928027125126	-0.111627119575	0.971229468474	1.12762128265	-1.25326296616	1.05007307696	1.42681476309	-1.66994378609	-0.572534680735	0.867376931932	-0.554859900023	-0.484180817925	-0.358654001992	0.472527973235	-0.608665289564
('ARHGAP21_Rme1_R574', 'Data-Type: Rme1')	-1.15170507967	0.68755213942	0.791865594363	0.897933622231	-0.492833712382	0.161026968486	1.04182077068	-0.134194443212	0.407455503193	-2.5881609867	-0.43289365249	0.987609408481	0.294027072171	-0.969956180137	0.574391213085	1.86078066241	0.376831106133	-0.489570985569	-0.613384273745	-1.05015916088	1.04429245577	-1.82490717895	-0.940701709186	-0.322280809932	0.678969188364	0.910776679734	0.0	-1.15170507967	0.371102575522	0.234608569483	0.234608569483	-1.2348557204	-0.525520092954	-0.883424994171	0.189812151001	1.76640157783	1.2943882322
('ARID1A_Rme1_R1276', 'Data-Type: Rme1')	1.21302168367	-1.28056674059	-0.709888018141	3.41137170278	-0.00819016499187	0.84610356992	0.944203094145	-0.784096468508	-0.154509827427	-1.77239072747	-0.0880685485906	0.832108118881	0.441675289311	0.15202789615	-0.679094858358	-0.159977371632	-0.0691032653801	0.936868293996	-0.756928506343	0.871624020129	0.256174355238	-2.05240588092	0.923548635453	-0.106797091368	0.514879563707	-0.789779243226	-0.282910641973	-0.483808399796	0.762540142747	-0.055741901747	0.647805392947	0.0493166215898	0.561004044488	-1.50274783868	-1.29181595707	-0.379305061391	0.0438540884467
('ASPM_Rme1_R8', 'Data-Type: Rme1')	-0.874663302863	0.0	-0.0506047210311	3.86187385763	-0.636576141717	0.353365837152	1.00942546119	-0.535966097076	-0.98432286234	0.0	-0.492017096818	-0.0482194408045	-0.700321066418	0.039522994913	-0.61681138633	-0.421821158169	0.0689422415204	0.240773179624	-0.454360321633	1.60901840458	-0.358139848297	0.0	-1.12156817462	-0.590559971534	0.88113580647	0.780644426428	0.704280739868	-0.940123003265	-0.0768429767173	1.24800228417	0.8156271683	0.273646253038	-0.98432286234	0.0	-0.978251464206	-0.276666199577	-0.744100559122
('ATXN2_Rme1_R640', 'Data-Type: Rme1')	-0.0387386471145	-0.599798861966	0.813164054931	1.7278058106	0.499742968532	1.05431040801	1.3706231942	-0.0790803468215	0.399691909067	-2.90181906029	0.0140979088355	0.455309385412	0.0934055472415	0.548026645032	1.65536661866	0.453233888403	-0.851380613252	-0.301088645396	0.08185240752	0.8615074725	-0.773526212046	-2.32584320551	-0.882379269237	0.457487635728	0.941556750067	0.163679018751	-1.53250394513	-0.565336062877	-0.373423875642	0.706777025084	0.65300521329	-0.493009056158	-0.358483196398	-1.54664925282	-0.254199103824	0.808854634889	0.117760857741
('AVL9_Rme1_R588', 'Data-Type: Rme1')	-0.32790814174	-1.63372606951	1.39040088489	1.00038863019	-0.783143390668	-0.223014693884	-0.25186571483	-0.684292669613	1.6810246265	-2.05214431397	-1.19906765171	0.755338607568	-0.179425099731	-0.338499586222	0.278173849848	1.31999411003	0.979179235433	0.817285141512	0.851773717257	-0.408561142735	-1.18095459934	-1.97441522475	0.926948949261	-0.113773323073	-0.654106136206	0.680905696306	0.312811019382	1.25608314042	-0.85280924717	1.2223632546	-0.392499533312	0.0983780441037	-0.189071392336	-1.42630058649	-0.283154941962	1.51385627641	0.0638282755214
('BAD_Rme1_R161', 'Data-Type: Rme1')	-1.44690235657	0.0	-1.68798789957	1.82229934612	-0.689165431113	-0.0973417808054	1.08296828437	-0.830232421196	-1.70503964612	0.0	0.226707347943	0.56611131065	-0.123340791879	-1.06409922716	-0.796568542522	0.618614528045	0.642782109935	1.13750108024	-1.58177953688	0.579422925378	0.359376074664	0.0	1.4182563924	-0.250693368675	0.200803630306	0.515001851386	0.122310642167	1.87963920981	0.389828189558	0.129535099877	0.396441751928	-0.0306665015297	-1.08998101794	0.0	-1.72483608671	0.917249680114	0.113785153783
('BAG4_Rme1_R108', 'Data-Type: Rme1')	0.80638390951	0.0	1.5309414813	-0.986442565103	-0.01053889013	0.619318275509	2.18702544744	-0.956027311007	-0.274964348807	0.0	0.228874716992	1.48759423372	-1.8041823142	0.619318275509	0.0742733977031	0.0209962706523	0.534037279938	-0.12004961885	0.762848448688	0.987468072769	-0.854963476104	0.0	0.061897451253	-0.563541341422	-0.240521091387	-0.0939233194512	0.0	-2.3335756521	1.35992917731	-1.00393068853	-1.1568586252	0.514325920908	-1.10570738811	0.0	-0.012932505602	0.503378800068	-0.780452023281
('BCL9L_Rme1_R680', 'Data-Type: Rme1')	-0.317732642067	0.0	0.29089876213	-3.72601428087	0.460041626151	1.41469942486	-0.221659915341	-0.414721585564	-0.171998724225	0.0	0.126227664123	0.498456868367	-0.223698732127	0.0046408152603	-0.990147022375	1.77462570333	0.548416968797	-0.785466643382	0.477145263315	-0.357523296418	0.152664929878	0.0	0.715814586551	-0.961647951148	0.149474332717	1.53629733581	0.0	-1.00837407403	0.313149399393	-0.44664752049	-1.23665426549	1.10602945346	0.59788406141	0.0	-0.109059919278	0.673442557192	0.131436820067
('BCL9_Rme1_R1254', 'Data-Type: Rme1')	-1.88286737416	-0.263940308555	1.44624905102	1.01607156414	1.08364814036	0.241684002354	-1.04125869657	-0.0595423830647	0.292682283053	-0.585324710796	0.134827666066	1.59258166076	0.855981012306	0.645510054067	1.27733255184	0.100399355576	0.288640229581	0.410727554911	0.421550302541	-0.436490670002	0.00316410551305	-0.844936901734	0.762669521231	-2.19646828997	-0.543908698848	0.591190793762	0.0	0.792306929084	-0.242034626467	-1.29097289912	-0.234427440377	-0.204239717228	0.850437384669	-1.36013838046	-2.31936191088	1.38235924114	-0.684100395744
('BPTF_Rme1_R2155', 'Data-Type: Rme1')	-1.13929240205	0.0948254973272	-0.230378664091	3.21311017772	0.023554304631	-0.504474801118	0.258628439808	-0.463805992434	0.464655903103	-0.557744517474	-0.686828955705	-0.557744517474	-0.748024964932	-0.643033776849	-0.721100300287	-0.172196603392	1.18434461674	1.37876903073	-1.52231343761	-0.504474801118	-0.628347033585	-1.11536906024	0.535817858295	-0.942509810365	0.182870744581	-0.34469258996	1.08490922029	1.45542792142	-0.524840072359	1.45825466362	2.1288083972	0.457774815313	-0.328674509918	-0.383962319986	-1.0580846298	0.302370295347	-0.446228125362
('BRIX1_Rme1_R9', 'Data-Type: Rme1')	0.191832814858	0.0	-2.22892860919	0.383824125996	-0.773098494759	0.581291562063	1.08206433592	0.713848118192	-2.38882280453	0.0	-0.196136668191	0.768705213044	0.198958212627	0.307851615327	0.28583242262	-0.314797736752	1.52375501734	-0.469559722016	0.795944675982	1.02207694223	-0.120533623392	0.0	1.21247126926	-0.381910681991	-0.349512229395	0.852453374872	0.0	-0.579599450657	0.720216265263	-0.148794179423	-0.639072824213	1.14072341028	0.200949760938	0.0	0.0485785020849	-2.5366518268	-0.903958787593
('BTBD1_Rme1_R79', 'Data-Type: Rme1')	-0.342008529244	0.0	-0.947457844596	1.85476592496	0.147914420661	0.643610164665	-0.853717043689	0.261632493212	-0.332869826361	0.0	0.265200974616	-0.468911300053	-1.31501443544	-0.624785893229	-0.232442408465	0.0995584458607	2.22541254643	1.06561880918	-0.80839236299	1.78178317619	-0.364156685208	0.0	-0.303568278479	-0.746968469577	-0.38275351244	-0.5364242133	0.0	1.59954416127	-0.104200862216	0.319921791755	1.8237618372	-0.274095672583	-0.947457844596	0.0	-2.13389746646	-0.212307915837	-0.15729418122
('BTF3_Rme1_R13', 'Data-Type: Rme1')	1.74925678027	-0.290861323481	0.423883725738	-0.554882322507	-0.562850089134	0.553383229991	-2.05444951026	-0.98215563153	0.856599796957	0.66521827185	-0.603205964402	0.742661691089	1.0401736493	0.597168890282	-2.25911552296	0.632809434047	-0.364060161073	-0.854978794802	3.04705141507	0.52202772903	0.104635038755	-0.352629350614	0.979009939532	0.0816855529895	0.00995941669964	0.102368272712	-0.827129584824	-1.17889403239	-0.156294968117	-0.53033113335	-1.56267847063	0.381899899988	0.657510924492	0.0602852472236	0.130393178514	-0.627348950183	0.423883725738
('BTF3_Rme1_R19', 'Data-Type: Rme1')	-0.645752783735	0.0	0.144067773928	1.57201792774	-0.00818670058536	0.612209454763	0.109829051962	-1.18832345277	-2.00942268905	0.0	0.420721591455	0.0677404621697	-0.440990259984	-0.884250559058	-0.719901457379	2.02590084396	0.639453348181	0.671298635324	0.062761169653	1.75581144337	1.26056984698	0.0	1.27827719578	0.0283141609218	0.434391845711	0.363947476255	0.0	0.0848502196571	-0.675544247166	-0.303481307936	-1.47604280937	-1.29015330542	-0.703393076668	0.0	-1.76998435192	0.918442729504	-0.335178176275
('BYSL_Rme1_R40', 'Data-Type: Rme1')	-0.283668156003	-0.0390721083281	-1.68011197805	0.0478475078668	0.958855077946	1.06244127009	1.63344342716	-0.511924536013	-2.50860010638	-1.60020957614	0.570101572465	-0.37993588902	-0.872064364041	-0.902621978727	-0.632729249121	-1.18482493313	0.591023749095	0.0351314991167	-0.623637497938	2.17638227721	0.679751444878	-0.278305897887	0.967172014438	-0.747543178724	0.56242320229	1.41023681991	0.0	0.108275866592	1.32190877528	0.0694041907127	0.521335411718	0.325796060513	0.125416611857	0.556551723201	-0.496828088286	-1.32775253761	0.34633157306
('BYSL_Rme1_R8', 'Data-Type: Rme1')	-0.0408855974787	0.0	-0.307669021889	-1.31018691787	0.0832606376383	1.67315046341	0.639587648803	-0.707873038731	-0.368862934518	0.0	0.271773326411	0.511647998698	-2.24174220863	-1.59428294668	0.796743217768	0.0377653155712	-0.32759032884	1.35019495503	-1.27044016287	1.19041562603	0.454607712591	0.0	1.56437107811	-1.33417374953	0.0557524723204	1.77856211538	0.0	-0.478637753863	1.0806814054	-0.394333607891	-0.0408855974787	-0.221317793776	0.263547922056	0.0	-1.09367053917	-0.835833909695	0.816324213687
('C11orf68_Rme1_R29', 'Data-Type: Rme1')	-0.427190184937	-0.0279025081655	-0.194341961206	-0.712700237162	-1.122378446	2.31994709508	0.884166928926	-0.358465435968	0.697220127197	-1.55897829627	0.452951075022	-0.304168453923	-1.25208555769	-1.2848857971	-0.69489920337	1.0628686981	0.434614514728	-0.270242408976	1.15303436448	0.909279904336	-0.500040357095	0.087252802891	1.45259329127	1.86565372714	-0.83682816508	-0.21526079914	-1.04703132976	-0.262616340135	0.576207876574	-0.780573369496	-1.84945394542	-0.285640628983	-0.466050820451	-0.789815776363	1.06714323643	0.651554104336	1.62706227616
