	('Cell Line: A549', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: CAL-12T', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Calu-3', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: DMS153', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: DMS53', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1299', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1355', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1437', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1650', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1666', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1703', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1734', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Cell Line: H1781', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1792', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1944', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1975', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H209', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H2106', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2228', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H23', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H2342', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2405', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H358', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H441', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H446', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H460', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H524', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H526', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H661', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H69', u'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H82', u'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H838', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC15', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC44', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC78', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC827', u'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Lou-NH91', u'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('ALB_AcK_K161', 'Data-Type: AcK')	0.355661090663	0.137470822897	-0.726965220782	2.47764669856	0.211434937322	0.137470822897	0.232262566537	-0.152672888697	-0.985555299232	-0.81942423687	-0.0810329764601	-0.0458655470677	-2.44132682371	0.16313520445	0.706881260493	-1.09066477221	1.60325753328	-0.2154391216	-0.316039603746	0.56961186681	0.503402527239	-1.18257130138	-0.230267676921	0.101577566837	-0.377356968243	-0.360720491735	0.334943694639	0.0370263012354	-0.773177096997	0.881888052821	2.42663521764	0.742412930301	0.767104034009	0.434407525091	-2.0732530763	-1.26106728741	0.309169735634
('ALB_AcK_K219', 'Data-Type: AcK')	-0.32531760803	0.539203437302	0.191719271878	1.56111884105	0.0	-4.09958682551	0.25324111128	-0.357472177191	0.0960768116508	-1.20028108808	0.506356634253	0.437629272276	-0.598421600175	-0.32531760803	1.02731877268	0.808700538632	1.0039985124	1.07200803436	-0.598421600175	0.93409684351	-0.714391406331	0.401288011411	-0.265465645627	-0.840689157205	0.0	-0.265465645627	-0.117819728787	0.0	0.315576504059	0.0	0.0	-0.951041347912	0.14421754101	0.330457622046	-0.294640387973	0.539203437302	0.792120629542
('ALB_AcK_K223', 'Data-Type: AcK')	0.0544549125915	0.498000284912	-1.41029715031	2.90758663027	0.226722793128	0.0113605168995	0.226722793128	-0.576745749315	-0.93479184318	-0.500209268442	-0.0762490434674	-0.500209268442	-1.58238650619	-0.376165336062	0.549091357063	-1.17211516462	1.56206971913	-0.349879315556	0.179825846044	0.582878452093	0.872320076647	-1.21515841621	-0.405466546795	-0.52925213309	-0.376165336062	-0.800163268025	0.51375670295	0.0113605168995	-0.349879315556	0.72111121707	2.46603156639	0.707969590806	0.690283413096	0.273583981074	-1.13413968307	-1.63817710246	0.872320076647
('ALB_AcK_K229', 'Data-Type: AcK')	-0.963330036923	0.49183319102	-1.05291491236	3.31651967781	-0.450341633103	-0.600018015317	1.10748629177	-0.285424611248	-0.505804162745	-0.683952186486	-0.460534617552	-0.276878630216	-1.03891531544	-0.335375996902	2.09585797929	-0.683952186486	0.900417499313	-0.791431554589	-0.516720547782	0.166628547368	-0.214014354151	-0.768182838699	-0.963330036923	-0.731717833389	1.34093037446	-0.577049056857	0.502167821302	-0.406824281398	-0.179270228316	0.0793680947339	2.05559362499	0.750582607736	0.144144907907	0.448817852335	-0.638648248265	-1.11545501156	0.839737826663
('ALB_AcK_K286', 'Data-Type: AcK')	0.739780267565	0.0757453660863	-0.962423017187	2.45033820991	-0.0739976531327	-0.759583443112	1.61088281103	-0.612826437715	-1.2246798086	-1.30578838336	0.0603149526022	-0.160902291062	-0.976580844388	0.408395094365	0.464696951743	-1.49493327918	0.711042422637	-0.912120659943	-0.0639043978903	1.09004808312	0.252400248663	-1.57996586411	-0.611773872792	-0.0243224461506	0.0757453660863	-0.759583443112	0.812324292232	0.0138924480788	0.149387947014	0.550454878473	2.39963811021	0.718061793292	0.628962200688	-0.426147352865	-0.359851158235	-1.81831546413	0.915588373155
('ALB_AcK_K426', 'Data-Type: AcK')	-1.14532614995	0.349490587467	-0.654119674381	2.677835064	-0.00378417409705	-0.239611910399	-0.747854562176	0.371059831253	-0.785120680773	-0.416315457318	0.349490587467	-0.912270717966	-1.18697546737	-1.10479944217	-0.0356841555098	-0.585219019289	1.43856484503	0.240157096559	-0.774301241874	-0.387753824019	0.34313862282	-0.679253348635	-0.725730985113	-1.40395063922	0.260910291962	-0.520540045432	0.817104749004	0.604967747148	-0.106279496047	1.56940556645	2.68569441397	0.43430343034	1.38586527211	0.267623162248	-1.0585205704	-0.912270717966	0.590071012281
('ALB_AcK_K44', 'Data-Type: AcK')	0.0	-0.388661025103	-0.659061473355	1.84246960686	-1.33590741712	-0.233148755226	0.0	-0.258482869105	-0.418736628551	-2.76682430765	-0.0619212882694	-0.375819973936	-0.61682906975	0.0	0.400913290931	-0.233148755226	1.5527466433	0.224484434201	-0.659061473355	0.0	-0.388661025103	-1.49340851012	-0.157426516629	0.0	0.667897980864	-0.18767456372	1.35530463299	1.08113880091	-0.0510135199775	1.51464279013	2.04953104322	0.549929483321	0.182059172759	-0.492827145913	-0.68211587504	-0.305787196527	0.345399510202
('ALB_AcK_K499', 'Data-Type: AcK')	-0.390427131485	-0.476578234282	-0.47374323447	4.0514393124	-0.0189838890693	-0.549703282581	2.13438051887	-0.77884143193	0.494266172362	-0.41247345148	-0.684674098199	0.168244167644	-0.768938922521	0.0741858181468	1.61583134777	0.00557978109237	0.206826993641	-0.605192754716	0.0628905413843	0.982043332827	-0.635159271982	-0.886204612193	-0.605192754716	-0.733294474479	0.932171760388	-0.536253387502	-0.399428493043	-0.754885581501	-0.622443139416	-0.168051391397	0.65302568402	0.844869832219	-0.4557964502	0.00227299635801	-0.582388710766	-1.26701019417	0.577636632966
('ALB_AcK_K598', 'Data-Type: AcK')	0.476997239622	0.0469599853512	0.0313548361947	2.10239999743	0.617701105469	-0.522091300798	0.905983258211	-0.444146931123	0.234103593503	-0.542360221218	-1.47996176781	-0.0841680494771	-1.60073511922	0.462527065059	-0.758291248924	-0.591079758726	1.74510510421	0.391364945779	-0.174992754189	0.861012859669	0.177956879832	-1.9150606265	-0.921219084617	0.722933519201	-0.591079758726	-1.85699422464	0.501278561344	-0.348367707912	0.109186161174	0.440743713833	2.27033902345	1.21884404718	0.732149518377	0.345870829507	-1.33059942414	-0.921219084617	-0.312445181769
('ALB_AcK_K97', 'Data-Type: AcK')	-0.621007556865	0.871912492256	-0.496032615632	2.03496841645	-0.357200444606	-0.51705814874	-0.181282401871	0.683199241185	-1.12951059893	-0.681069525502	-0.434171255255	0.263885767886	-0.880955321585	-0.585583040303	1.4423488464	-0.984787421376	1.43040301742	0.29891294103	-1.32258653965	0.23345269282	0.378224727694	-1.09720733915	-0.843698409667	-0.434171255255	-0.0101984886082	-0.456981536996	0.615418717075	0.676403211002	-0.843698409667	1.3436877874	2.91323926018	0.33283493425	0.700111991977	0.286466138522	-1.71886761975	-1.20255442476	0.293152170624
('ALDH4A1_AcK_K93', 'Data-Type: AcK')	-0.752379409078	0.706703297444	-2.05187213931	0.775162291169	-1.0238560178	0.872147257929	1.94461631657	-0.331519189653	-1.79914675022	-0.723642096121	0.667390573456	-1.32969495534	0.0	0.266504829193	0.362247693838	-1.0416738752	1.01802274782	1.64168275273	0.0	0.203973300499	-0.332511615708	-0.752379409078	0.11475037052	-0.477233931428	-0.955013419355	-0.0982224170818	1.43356002369	1.2502393365	0.0	-0.195980953368	1.79633870585	0.154477774177	-0.649811965498	-0.0783141448256	0.0	-0.418584028958	-0.195980953368
('ALDOA_AcK_K147', 'Data-Type: AcK')	-0.80032594988	-1.15399363495	-0.446368220493	0.261769708723	-1.264033764	-0.307629698504	-0.783543650582	-0.296968037338	2.23537628516	-0.141694910711	-0.805938547554	1.70357312673	-0.222569895035	-1.36852310189	1.21302558627	-0.131570534895	1.28080568854	0.357666736679	-0.0191067302601	1.33274700204	-1.19341028516	-0.614978182123	1.0819619089	1.25997897492	-0.346171456599	-0.70464780547	1.73454374341	-0.328519977077	-1.21750624637	1.31158667835	1.14264543883	-0.242647461664	-0.176201255547	-0.917521385905	-0.0352178234813	0.0535896066646	-1.45018192971
('ALDOA_AcK_K200', 'Data-Type: AcK')	0.0	-1.12259864922	-0.249279118877	0.869401008674	-1.10280463712	-0.0435142801583	0.0	0.31567723547	0.553459329469	-0.52394525475	-1.16917376428	0.897065629565	-0.418812014277	0.0	2.03818952882	-0.344208109213	0.84227761496	-0.101795326891	0.608583519309	0.0	-0.824606266369	-0.714795573807	0.318211792585	0.0	-1.8701749544	0.5710172526	0.871242731526	0.927996216601	0.155249609596	0.33558708226	2.99464703624	-0.596265441816	-0.213517382425	-1.01337238533	0.0278847271395	-0.944139022408	-1.07348813349
('ANXA2_AcK_K169', 'Data-Type: AcK')	0.0783668023376	0.763046922919	2.64389970793	1.33678978517	-2.26338685454	-1.21496164146	-0.53096894887	-0.442296784234	0.574953112161	0.568623377221	-0.484218787784	-0.689865481778	-2.15480882713	0.755211840067	0.121327983358	0.106357777421	0.435130392795	-0.212672678756	-0.212672678756	0.0991049638417	0.0849734503328	-0.167480462046	0.421954349435	0.973425187097	-1.37269237666	-0.713147643171	-0.913159832315	-0.746537494014	1.66951192865	0.726037482098	1.52224246561	-0.180124872526	-0.366071021425	0.630255796524	-0.820584215201	-0.664861419222	0.639298694919
('APCS_AcK_K162', 'Data-Type: AcK')	-0.2857408556	-0.178765164521	-0.116556935023	2.91639065969	0.0138203514521	0.127202661263	0.0690563104554	-0.547935647053	0.28917432327	-0.953662274681	-0.921282971932	0.0780467103084	-1.67785829434	-0.127530478982	0.623404234265	-0.0460405944598	1.12761370597	0.805469443495	-1.05540380917	0.94999495257	-0.390040998009	-1.69984705159	-0.0664775295452	-0.404915812724	0.00226828375457	-0.178765164521	0.971721494518	0.43626649648	-1.27581773408	1.50357429156	2.4068837289	0.602255781521	-0.488685380351	0.0690563104554	-1.69984705159	-0.663067335827	-0.213958655925
('ARID1A_AcK_K980', 'Data-Type: AcK')	0.485753278702	0.0466210594293	0.340836772697	1.92758222966	0.0	0.50806968291	-0.513323120654	-0.660700540951	1.54551750171	-1.30075733525	-0.117473380644	0.752001121844	-0.453059857547	0.668319432649	1.08005798153	1.11004725211	0.694235487819	0.91978680424	-2.14612553751	1.12013055331	-0.673548626999	-1.93916747813	0.376089047604	0.528960513139	0.0	-0.478361785991	-0.542458252414	0.0	-0.203633401939	0.0	0.0	0.655776622287	-0.482567556076	-0.899141896155	-2.07607434024	0.027985229974	-0.301377461109
('ASPN_AcK_K137', 'Data-Type: AcK')	-2.64673833043	0.652864450209	-0.525438095693	2.47461871641	-0.696732427434	-0.607129018777	0.14598679371	0.514673470271	-1.892368856	-1.02559922565	-0.0349541043246	-0.229460510693	-0.47361617776	-0.314192831756	0.729358524941	-0.269675615674	1.39111890881	0.246232017577	-1.02559922565	0.418241871376	-0.607129018777	-0.696732427434	-0.229460510693	-0.66730486737	0.5474777819	-0.19259014585	1.16303637525	0.5474777819	-0.153566268249	1.35584884749	2.172246673	-1.11085214848	0.571881662191	0.160256142143	0.0191744956307	-0.421733670826	0.710378964708
('ATP5B_AcK_K522', 'Data-Type: AcK')	-0.560836410104	0.44980964104	-0.867057948765	0.464164068618	0.0104072842847	0.970431529555	1.49055505599	-0.542516384049	-1.4997326542	-0.528210921793	1.30074561565	-1.76927823969	-1.52709613402	-0.216594241351	0.838810715258	-0.743358534782	1.56482988045	1.4138571099	-0.627019895091	0.487252680234	-0.0593630282752	-1.24826439584	0.0796587265214	-1.15144499719	-0.564803261816	0.547430377088	0.710915181608	1.27594455614	-0.937111276949	1.58260797636	1.16592409151	-0.290707367272	-0.950775044532	-0.58917679876	-1.25333981391	0.306177496844	1.26716536134
('ATP5H_AcK_K149', 'Data-Type: AcK')	-0.620527822853	-0.201914531354	-1.16946089843	2.40921957008	-0.600581270295	0.340193840003	0.92251764677	0.60157821841	-1.21485638704	-0.800445124238	0.509247881657	-0.469435043291	-1.68275462162	-0.00575523362558	1.89283581629	-1.07752117062	1.79982667202	0.636910849248	-0.742445086636	0.116856400727	0.113115926702	-1.14105551802	-0.548447968217	-0.452423617958	-0.160963807222	-0.0364041620617	1.1469860686	0.787731535694	-0.732230995869	0.735446779787	1.77547497626	0.438106825212	0.677008589345	-0.362892626718	-1.66445246736	-0.717300523874	-0.501188719501
