	('Cell Line: A549', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: CAL-12T', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Calu-3', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: DMS153', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: DMS53', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1299', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1355', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1437', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1650', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1666', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1703', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1734', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Cell Line: H1781', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1792', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1944', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1975', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H209', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H2106', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2228', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H23', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H2342', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2405', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H358', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H441', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H446', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H460', u'Histology: NSCLC', u'Sub-Histology: large_cell_carcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H524', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H526', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H661', u'Histology: NSCLC', u'Sub-Histology: large_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H69', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H82', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H838', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC15', u'Histology: NSCLC', u'Sub-Histology: squamous_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC44', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC78', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC827', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Lou-NH91', u'Histology: NSCLC', u'Sub-Histology: squamous_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('CAMK2A_Kme1_K300', 'Data-Type: Kme1')	2.85406656624	-1.11013329022	-1.15675302597	0.0	-0.859141921578	-0.920805841736	0.171153901224	-0.912427131918	1.70848596213	-0.163712244185	-0.282695313903	-0.920805841736	-0.588753368165	1.3895293137	-0.1015011846	1.10720718794	-0.274881948261	0.0229940666688	0.44535002564	0.921399936286	0.542385247858	1.23853775272	-0.840599484467	-0.0451698305871	-1.1728795419	0.0433025342092	0.423066335802	-0.644452082549	0.507343036148	1.91529321412	0.1739572641	0.0	-0.148058891469	-1.40519138571	-0.934671625757	-0.995249149171	0.0138107590859
('CAMK2G_Kme1_K301', 'Data-Type: Kme1')	0.671721326588	-1.48255361842	-0.45367915949	0.0	-0.220796909908	0.218789837144	0.368408713422	-1.00372176605	3.06537876311	1.72363265696	-0.730105202934	-0.346506883741	-0.569298142567	0.0449496304329	0.494038497372	0.933176186853	-0.638081650027	0.426343170811	-0.582555150675	0.953708916453	-0.106738970847	-0.214767300026	-0.0723144818037	-0.759232254612	0.0919299735367	0.0449496304329	0.0300348656683	0.562170257675	0.708866486738	1.84495047511	1.00089822504	0.0	-1.25570597685	-1.21190510256	-1.19436051849	-1.6794513275	-0.662173196862
('EDF1_Kme1_K25', 'Data-Type: Kme1')	1.79377062285	-2.77049426441	0.1168634189	0.106785421678	0.0	0.465173063346	0.246160970495	-0.545970938382	0.741908476417	1.05180408853	-0.721805944816	0.351614618034	-1.95774416967	1.25019938338	1.34715067923	0.70501045928	-0.0753479800258	-0.273324898106	-0.292542905755	1.08766622869	-0.999104984914	0.633778392418	0.620224388467	0.078234896329	0.0	1.10741972502	-0.100544089583	0.0	-0.0941191118885	0.0	0.0	-0.327377013676	-0.389049166991	-0.248528848234	-0.991769314398	0.0352371861308	-1.95127838834
('EEF2_Kme1_K407', 'Data-Type: Kme1')	2.09908160362	-0.66251455871	-0.772513086778	2.54263076906	-1.06470037374	-0.00122303361468	-0.568959291382	-0.478040619049	1.25041756887	0.278741841546	-0.434940205776	-0.0913364250145	-1.84676053668	0.880973229067	0.56579221993	1.65347484122	0.212202960122	-0.544461684626	-0.365437480744	1.9943193875	-1.78071947656	0.132969898164	0.298373761237	-0.310891022408	-1.22329609334	0.832969754698	0.457844434421	-0.890119425452	0.0116618546947	0.644127476813	-0.319358504315	0.0437525556008	-0.9907696856	-0.506828862876	-0.670475305926	-0.0628355230178	-0.313152960972
('EZH1_Kme1_K736', 'Data-Type: Kme1')	0.277057450139	-0.79112208995	-0.0134668134272	-0.481622964105	-0.731292695912	1.09968775977	-0.512724954482	-0.494682506369	0.694197250939	-0.0559178842392	0.625912591518	1.13154160295	-0.618295016676	-0.718995082407	0.314552950428	0.746913210606	0.323271625544	2.88233765838	-2.4595080852	0.651747243195	-0.183529669801	-0.0593678925445	0.585666679117	-0.671160399727	-0.875131153944	0.416292654858	0.397100948657	0.350796671589	0.30107854188	1.58281498378	0.865442554527	-0.709257325373	-0.0361009267395	-0.606273761499	-2.38619771967	0.553356470511	-1.39512190632
('GCN1L1_Kme1_K1663', 'Data-Type: Kme1')	-1.33574315475	-0.42311308009	0.81766221551	0.651468146021	0.917941807091	0.62829268329	-0.78462729502	-0.751380577711	2.62522051486	0.359811340531	-0.18015103897	-0.0023450238804	-0.75535497832	-0.721883791693	1.100310423	1.77788673788	-0.292330398258	1.13653681102	-0.424742029726	0.548500897218	-0.29631553838	0.241289071425	0.00832463222244	-1.63050191703	-0.759259512281	0.316343334875	-0.554382771438	-1.14119617163	1.78034697636	1.84983505548	-0.0494177231716	-0.740624521445	-0.481398655065	-1.21901763636	-1.07198086789	-0.12690708062	-1.01709688306
('H3F3A_Kme1_K27', 'Data-Type: Kme1')	0.591074599067	0.0134096712812	-1.13959849472	1.7720501159	-0.25213233057	0.025514530237	-0.267615145956	-0.483968707829	1.16399262378	-0.208469812652	0.025514530237	-1.09300611642	-1.67303611529	-0.267615145956	0.178821597952	0.079003743746	1.61708097038	0.762614375368	-1.34048236837	1.30793419462	-1.22981890162	-0.091412926249	-0.259925113906	-1.02012609031	-0.0690731360028	-0.161367344804	1.07461275152	0.690836594923	0.402463277787	2.36163093882	1.59799240859	0.687045555353	-0.762681710725	-0.583876078275	-1.73615703872	-1.15320417809	-0.558025723089
('H3F3A_Kme1_K36', 'Data-Type: Kme1')	0.371957585856	-0.338854606146	-0.752488993868	2.64569042539	0.220013128857	0.148473361771	-0.59069007338	-0.664203301143	1.0372875299	-0.234732800224	0.0334752764418	-0.501481279613	-1.85090626283	0.277092472913	-0.417038455651	0.0282931043701	1.70571539429	0.673363094628	-1.27189802604	0.468408802433	-0.483816776413	-0.0438059468266	-0.257231281633	-1.34588330801	0.182301559196	0.321201877152	1.21643432353	0.78188522906	-0.0662228292047	1.70842982067	1.73746987543	0.601679392269	-1.1746442955	-0.908687842161	-1.4611963163	-1.37835140357	-0.417038455651
('HIST1H3A_Kme1_K23', 'Data-Type: Kme1')	0.0	-1.08361788217	-0.804147764387	0.0	-0.807932751782	1.12422773777	0.0	-0.588080781517	1.08297152675	0.199075170185	0.293372612682	-0.855990672459	-0.32809981557	0.0	-0.0294434982507	0.865727926607	-0.951786205692	1.09151956361	0.586751506402	0.0	-1.07863995951	1.18349022166	0.554126282755	0.0	-0.622886947636	0.566878945029	0.957859497477	1.22091107277	1.14921292989	1.99321516728	0.460505547443	0.0	-1.82419643963	-1.18497044004	-0.977902249231	-1.11351034092	-1.07863995951
('HIST1H3A_Kme1_K27', 'Data-Type: Kme1')	0.553724941175	-0.185049878442	-0.599391170793	1.96783968958	-0.517824802562	0.732586151754	-0.832414855798	1.2760536743	1.23485508528	-0.532251272687	-0.0993815421377	-1.08122074011	-2.2326078747	0.385005998387	0.665232511672	0.747466609017	1.58721640984	0.0736648714894	-0.0796370844055	0.72535247015	-1.38376420776	0.126977277309	-0.0980350741824	-0.963369822905	-0.771740946114	0.365311364509	0.152864690391	-0.0403964618973	0.808222546619	2.02847595683	0.542603628125	0.834187253902	-1.17953847681	-0.901572332115	-1.87200799513	-0.736573926946	-0.70086266482
('HIST1H3A_Kme1_K36', 'Data-Type: Kme1')	1.89227751204	-0.107667800964	0.099896658747	1.0321068805	-0.306963235855	1.03609915144	0.517144495367	0.0954045792534	0.986220184523	-0.386699072101	-0.447470227405	-0.127542692613	-1.79427230723	2.33106545094	-1.09302954814	0.0695246829076	1.13650227864	0.105844752732	-0.675537176011	1.93525948562	-1.26676008557	0.313068835942	-0.483474081124	0.644474131943	-0.776735198629	0.887251122607	-0.343671884592	-0.129139358617	-0.0149326789797	0.135847699429	0.194418119356	0.776030926689	-1.91102990005	-0.750210243696	-1.53853474929	-0.970443042913	-1.06432366488
('HIST1H3A_Kme1_K37', 'Data-Type: Kme1')	0.702283296421	-0.0771925908443	0.0	2.10371543452	0.694901245596	0.483468497387	-1.00567365419	-0.21724735307	0.0	-0.590573058214	0.390049074909	-0.763696424684	-1.30938246084	0.505357265745	-1.1994726592	0.0	1.86215021093	0.0	-0.678145271715	0.427671894091	-0.785788079222	0.268688910906	-1.137967796	-1.00567365419	0.446593760552	0.557604092842	0.703475083834	0.585859182126	0.500963081264	1.24750895679	1.22470803858	0.770509613447	-2.21471836807	-0.721767334994	-1.3649110329	0.0	-0.403297901792
('HIST1H3A_Kme1_K4', 'Data-Type: Kme1')	0.583796162192	-2.06013398809	0.21870475566	0.721576353957	0.435051367943	-0.11422648787	-1.80802093802	-0.915186203077	0.870785740798	0.384581949195	0.29256969932	0.108823046094	-1.02665113678	0.563050656054	0.29256969932	0.876788823652	0.902834383924	0.573159906716	0.0601818260779	0.945926258065	-0.328408170582	0.682218370337	-0.836619186399	-2.52289977482	0.482920975326	-0.702592213199	1.02401236754	1.11338579506	0.0846171541596	1.72674762878	1.24173169935	0.0394990799868	-2.2146657701	-0.383759972134	-0.875799031935	0.0704693387846	-0.507040165289
('HIST1H3A_Kme1_K79', 'Data-Type: Kme1')	0.128713976631	-1.01149816336	-0.549372304305	2.11203812766	0.204282497576	0.204282497576	0.0658952039033	-0.0150259931847	0.318637217468	-0.634452234164	-0.461984910541	-0.573699520774	-1.61708720033	0.338425016799	-0.295574887687	-0.173166130352	2.27320937894	0.463765965145	-1.2860742207	0.0967442208687	-1.08856538017	-0.320060686827	-0.448345303399	-1.14961947645	0.298311077159	-0.0412670101106	1.42325745316	1.00174931632	0.575404160688	1.92991564221	1.56177098002	1.34681937028	-0.566275575193	-0.702073903695	-1.34320800677	-1.33298544599	-0.732885748407
