	('Cell Line: A549', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: CAL-12T', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Calu-3', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: DMS153', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: DMS53', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1299', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1355', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1437', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1650', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1666', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1703', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1734', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Cell Line: H1781', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H1792', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1944', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H1975', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H209', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H2106', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2228', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H23', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H2342', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H2405', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H358', u'Histology: NSCLC', u'Sub-Histology: bronchioloalveolar_adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H441', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H446', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H460', u'Histology: NSCLC', u'Sub-Histology: large_cell_carcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Cell Line: H524', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H526', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H661', u'Histology: NSCLC', u'Sub-Histology: large_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: H69', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H82', u'Histology: SCLC', u'Sub-Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('Cell Line: H838', u'Histology: NSCLC', u'Sub-Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC15', u'Histology: NSCLC', u'Sub-Histology: squamous_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC44', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC78', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: HCC827', u'Histology: NSCLC', u'Sub-Histology: adenocarcinoma', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Cell Line: Lou-NH91', u'Histology: NSCLC', u'Sub-Histology: squamous_cell_carcinoma', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('ACTB_phospho_T318', 'Data-Type: phospho')	0.270376789577	1.33062677564	0.241992048706	-2.39749293498	-1.45556143045	0.0562994261621	-0.0272859428372	0.974176933318	-0.00981163218916	1.31042667365	1.74502648305	-1.14928106109	1.04815448983	-0.142025765608	-0.87524727416	0.15320494748	-0.684574407358	-1.93661413191	0.408954559188	0.104587863124	0.270376789577	0.462505799376	0.108387103116	-0.587475418201	-0.57529810106	-0.167568681599	-1.27880300432	-1.32523106049	1.29116846943	-0.530831468215	-0.707520902604	0.938949666696	0.555034583488	1.45600355221	1.21874986764	-0.836448611252	0.742069007057
('ACTB_phospho_Y198', 'Data-Type: phospho')	-0.0340516470693	0.400176370638	0.697959811019	-1.65205930543	0.0	0.429822912371	-0.159908924007	-0.0441081646222	0.0676492767428	1.10709613053	0.858171701518	-0.424026044846	0.469585971332	0.108817861249	-2.10058190895	0.787358635931	-0.716461979214	-2.48764763853	-0.0249192357883	0.503650458659	-1.14537498761	0.270415337371	0.677718023326	0.471263857144	0.0	-0.396095682364	0.0	0.0	1.86962650776	0.0	0.0	0.327072026885	-1.59669282663	1.07758207738	1.004659374	0.67427905359	-1.02097704237
('ACTB_phospho_Y53', 'Data-Type: phospho')	-0.543294968637	0.999858406687	0.211149223091	-2.44803023905	0.0	-0.106891946717	-0.339960836206	0.594103752026	-0.245772435731	0.955238448273	1.39871654974	-0.683993179702	0.676357417167	-0.436352539352	-0.67496780633	0.24179631132	-2.27272669504	-2.57196316186	0.515946999455	-0.332672275417	0.361321427098	0.567570263114	-0.27206969775	-0.177742904344	0.0	-0.564041237253	0.0	0.0	1.03840330189	0.0	0.0	1.03131479016	0.456743244221	1.13448718065	0.823359206753	0.160214120833	0.503899280915
('ACTR8_phospho_S132', 'Data-Type: phospho')	-0.801559856188	0.333120631497	-0.375722893037	-1.3923062656	0.924010932439	0.513117868828	0.0488827934391	0.500359543944	-0.0870457974196	-0.359588707297	-0.876026233693	1.89192486182	-0.937212980853	-0.837582619579	-0.737924061612	1.0575232805	0.672324424778	1.96626326013	-0.713671962746	0.259628589276	-1.69433825733	-0.131670056223	0.324681104746	-1.99861113723	0.710681622401	1.70913821358	0.0566149822655	0.17150112197	-0.202410768812	2.45577015001	-0.629767280965	0.357727912419	-0.222720236054	0.234302101277	-0.822859998589	-0.226619858743	-1.13993442336
('ACTR8_phospho_S412', 'Data-Type: phospho')	0.484066631646	0.399303297296	-0.399323302212	-3.73916295824	-0.0274701935431	0.399303297296	1.51656073476	0.613310504862	-0.0336849651294	-1.47314215408	1.14788752679	-1.15823549865	-0.954454390313	1.22502820184	-0.540680031008	-0.559336034838	0.841402220464	0.23036674833	-0.804676112689	0.749740675324	0.545927445109	-0.379853633198	0.472381743821	-0.169081835088	0.767861172698	0.234480316897	0.950339336112	-0.855799768006	0.64182082065	0.209287265648	-0.283642371198	1.98296793661	-0.559336034838	0.122611051271	-0.207660924098	-0.566441985336	-0.822664734962
('ACTR8_phospho_Y424', 'Data-Type: phospho')	-0.556711916244	0.315174583435	-0.323021093892	-3.04604242375	0.706961494069	1.33678596175	0.122461643166	-0.255009880605	-0.112241615475	-1.32390584569	0.163038182158	-0.130646210416	-1.27004727329	0.014619504856	0.373206025051	-0.566035759135	0.749419028025	0.261782045915	-0.953849215436	-0.230575304757	-0.320569380604	-0.300188123376	1.45810957575	-0.803855553406	1.57260452822	1.28652046106	2.47817709711	0.0650561630003	0.167982997025	1.12664112586	0.854143799525	0.195301774719	-1.21636353374	0.104263417359	-0.359043030075	-0.485573575153	-1.09856967303
('ADAM9_phospho_Y769', 'Data-Type: phospho')	-0.0426460743223	0.00598154677364	0.228039551001	-1.96532934454	0.0	0.0297308502282	0.295114605133	-0.221367067365	-1.05645755501	-0.611223786392	1.74333914401	0.162827083113	-0.290919233172	-0.383762569062	-0.274949721853	-0.403621774257	-2.32896910241	-2.28754356941	0.467118102163	-1.05905350032	1.16888200748	0.266628850189	0.382534507217	0.559249563342	0.0	-0.21359877414	0.0	0.0	0.628896615933	0.0	0.0	0.961334641127	1.16888200748	-0.269999378921	0.839564291261	0.809114290659	1.69220379406
('AHCTF1_phospho_S1900', 'Data-Type: phospho')	0.95207760649	-1.4214268188	0.0	-0.141314310703	-0.132282955732	0.63366073711	1.18125936022	-0.212728369812	0.0	-1.10179937746	-0.0113003184617	-0.406242649611	0.269951339132	1.67951944997	-0.670155057531	0.0	-0.410453009864	0.0	0.269951339132	1.10158036368	0.383162081707	-0.546067537939	-1.64439273128	-0.13688383111	0.51652413301	1.50952268332	0.0	-2.08627495481	0.732933540423	-0.826217886659	-2.06179945708	1.70021597129	-0.0366451376438	-0.0550840753217	0.246716568021	0.0	0.723993306311
('AHNAK_phospho_S210', 'Data-Type: phospho')	-0.16398403074	1.49398288921	0.414671945637	2.66784800553	0.168793787656	0.168793787656	0.901221825585	-0.0324418251732	-0.0403183834376	-0.63174777158	-0.574205673536	-0.349611423719	-0.135785706677	-0.258642344317	0.0559388970197	-0.487056416771	-0.402723258901	0.68686138937	-0.685521658163	1.25914152137	1.53522560796	0.545724199918	1.03174564937	-0.349611423719	-1.65168243834	-0.63174777158	-2.35013476472	-1.62021495114	-0.809094946743	-1.26100744588	-0.775648444909	0.453408627348	0.471328671307	0.313506028442	0.0338169060407	-0.660359895029	1.66953083565
('AHNAK_phospho_S216', 'Data-Type: phospho')	-0.566429432253	0.325428112081	0.113345490576	1.91092347718	-0.00394413946088	0.279528908189	-0.0883116965397	0.295295215837	1.99933707435	-0.732453437412	1.15689873489	-1.25608502144	-0.32613360702	-0.892831802689	-0.67272121333	1.4755269949	-0.709028256214	-1.08209245793	0.101460448449	0.450213900694	1.44667292653	-0.234362246229	0.405846397454	-0.828565409725	-2.08294355885	-0.637758528347	-1.9808208635	1.21128747566	0.713208124602	-1.55926875959	-0.249807484434	0.533488306219	-0.0625074445596	-0.310973040988	0.179455099854	0.168393074741	1.51072863832
('AHNAK_phospho_S5752', 'Data-Type: phospho')	0.743862969204	0.709832562297	-0.438743341911	1.29296338753	-0.689411853718	0.961046462586	-0.265255545787	0.0439373753823	0.923359405895	0.856786060701	0.967262415622	-0.962022043836	-0.920129049455	0.19969925911	-0.824874686037	1.2062624249	-0.896468607903	-1.93802937472	0.520917017835	-0.369304278185	1.61680694893	1.1441702292	0.95082504397	-0.157119200779	-2.03973984141	-0.237481353809	-1.37673023618	-0.655370952805	0.667515307668	-1.37673023618	-1.14425113611	0.812756171702	-0.862449106557	0.432760986685	0.172125722218	-0.773605062045	1.70482615598
('AHNAK_phospho_T3716', 'Data-Type: phospho')	1.13598334607	0.877417875151	0.159261247878	-1.44484413318	-0.603750794436	1.60699256405	-0.560389060551	-0.195724671482	0.266143691079	0.438915218273	1.72908731475	-0.591923849269	-0.508885797093	0.750443297611	-1.60251535408	0.662313240405	-0.391552620814	-1.37228390542	0.888835885292	0.456111513837	0.591693772721	1.16888704561	0.245844333469	-0.381235450051	-1.48034280992	-1.18273263144	0.0	-1.57738481087	0.304115109004	-1.42482932938	-0.909050442557	0.379344612468	-0.230813518025	0.416994130825	0.010727211898	-0.026474527437	2.39562229561
('AHNAK_phospho_T5798', 'Data-Type: phospho')	0.8296931456	1.26053755968	-0.424111925124	1.72843708847	0.412475104142	0.454101800234	0.031870250267	1.5478768218	1.22815591745	0.761205505315	0.8296931456	-1.65824908251	-0.672537320292	0.412475104142	0.12172733339	-0.391508428465	-0.652453222094	-1.22919996004	0.0211171376644	0.742068027709	0.837548434171	0.907377310524	0.14539545535	0.22212693495	-1.57216818325	-0.651467013113	-1.99193921098	-1.51890119639	0.13584006411	-1.43245132623	-1.00332695787	1.04609707707	-0.0212195959195	0.271228210995	0.12172733339	-1.76451807723	0.915276737508
('AHSG_phospho_S138', 'Data-Type: phospho')	0.0	0.758094595219	-1.40582523149	2.92615951087	0.577936369843	-0.256124825415	0.0	0.219105036342	-0.481853442137	0.564512841669	-1.30533076401	0.251354350456	-0.74131755588	0.0	1.00860684853	-1.14599975982	0.837169877043	-1.46163693383	-0.753594414234	0.0	-0.734551978338	0.749256871025	-0.369102085669	0.0	1.33524206354	-0.280939754466	0.0	0.260413540684	-1.32351254322	0.0923766832937	0.878446445288	1.24003387233	-0.64377648353	0.774173459954	-0.557767085126	-1.12335639818	0.111806889244
