ptm	Channel 126: Normal Pool	Channel 127: H2228	Channel 128: H3122	Channel 129: HCC78	Channel 130: H661	Channel 131: H1781
ETV1_S216	115.37568	70.213968	49.88116	39.4002	489.32881	67.14072
DPPA4_S221	NaN	NaN	NaN	NaN	NaN	NaN
ARHGAP5_T1129	176.08507	180.445014	315.742024	125.66906	830.492259	264.66624
TMSB4X_T23	NaN	NaN	NaN	NaN	NaN	NaN
ARHGAP5_S1124	266.05936	234.30477	474.534308	214.218	1085.477961	401.9214
HSPB1_Y23	2.5537384	19.3455264	12.1725644	48.33095	352.387212	167.93292
HNRNPA2B1_Y174	NaN	NaN	NaN	NaN	NaN	NaN
CIRBP_S148	NaN	NaN	NaN	NaN	NaN	NaN
RECQL4_S27	47.609346	87.932532	228.51014	155.6669	172.926945	473.0304
EEF1D_Y18	0	10.2514956	27.830836	17.8805	98.590117	48.36864
HNRNPA0_Y180	0	14.639196	54.727524	43.8923	98.380705	40.48752
KIRREL_Y625	7.9418168	444.0927	0	55.3051	351.462586	2.261628
SRSF2_Y92	0	15.07821	8.0349952	16.8747	81.052139	22.56684
KRT75_Y327	NaN	NaN	NaN	NaN	NaN	NaN
ZRANB2_S120	7138.043566	461.123901	717.789092	654.8291	3390.849518	963.51156
VAV1_Y844	140.9530474	52.9691424	48.9356904	76.97953	240.7835242	345.707064
SARS_T501	172.769998	320.66604	369.96808	250.886	1279.53502	851.7228
TXLNA_S218	96.660112	256.400592	398.74304	436.622	1283.32161	766.3296
BCL7C_S122	NaN	NaN	NaN	NaN	NaN	NaN
MAPK7_Y221	149.3502016	162.703992	117.5679952	174.6291	914.438494	187.92624
MDC1_S372	18.8882474	14.248632	26.220756	17.6915	97.160243	34.77744
MYOF_T228	18.9421212	43.7304	35.39508	76.9972	255.168245	85.72476
PPIAL4G_Y79	NaN	NaN	NaN	NaN	NaN	NaN
MYO9B_T1271	192.605334	190.681986	238.013788	176.2341	1496.53405	188.43012
PPIAL4D_Y79	NaN	NaN	NaN	NaN	NaN	NaN
SPATS2L_S455	176.030944	292.18143	330.668324	390.8626	574.241498	1417.1232
SGTA_T81	NaN	NaN	NaN	NaN	NaN	NaN
DDR1_Y484	3.059865	2.1025248	6.51427	14.9315	40.095473	17.63916
MLH1_T495	112.7181904	214.07319	171.435588	301.568	1377.11935	372.48768
HSP90AB1_Y56	NaN	NaN	NaN	NaN	NaN	NaN
MDC1_S1570	984.403918	1148.21484	751.4364	842.034	5611.33304	2214.4116
GSK3A_Y279	NaN	NaN	NaN	NaN	NaN	NaN
BCLAF1_T257	NaN	NaN	NaN	NaN	NaN	NaN
ITSN2_Y968	48.794395	53.03565	69.339232	124.1598	243.025673	42.55944
ELMSAN1_S461	777.87598	964.806168	969.546096	493.6741	2674.29373	1481.60712
NUP133_T28	159.40301	111.576588	138.38568	100.262	1576.09953	275.2128
AKAP13_S2567	3344.6473	260.324928	820.757304	348.71491	4115.56074	349.33896
HSPA5_Y209	NaN	NaN	NaN	NaN	NaN	NaN
KCT2_Y263	30.542778	14.04879	17.794284	44.2526	156.041302	22.80036
MAP4K4_S536	26.55375	16.314654	18.353636	11.5499	43.975135	17.85672
TMSB4X_T34	1041.86536	1010.966022	131.0509188	395.44283	994.4095851	5959.0248
ERBB3_S1052	21.3120446	13.9588782	18.754648	21.026	102.332387	80.838
PPM1G_S183	155.2022892	227.2589316	1151.338048	494.854	2634.420411	1089.2814
SYTL1_Y304	0	11.70096	117.55092	19.2452	12.974126	16.16952
PABPC1L_Y291	NaN	NaN	NaN	NaN	NaN	NaN
SRSF11_S370	NaN	NaN	NaN	NaN	NaN	NaN
TMSB4X_S31	1204.072058	553.552878	93.2711804	235.7206	406.2146553	3488.5248
YWHAE_Y122	67.880018	28.372776	67.661524	42.2071	384.10205	72.07836
C1QBP_T165	190.845366	144.918168	162.907848	139.1625	2426.51723	348.0042
PCNA_Y114	40.813332	68.006928	91.264044	158.708	548.6539	263.2632
DIS3L2_Y789	NaN	NaN	NaN	NaN	NaN	NaN
EPB41L2_T20	494.506	163.845246	202.849664	192.6282	618.894452	243.19344
NKD2_S299	91.33617	66.238446	122.156468	23.01881	426.038188	243.36984
NUDCD3_S250	NaN	NaN	NaN	NaN	NaN	NaN
ALDH3A1_Y443	NaN	NaN	NaN	NaN	NaN	NaN
CAD_S133	428.98347	102.995238	443.47612	251.2568	1935.87267	994.0008
UQCRFS1_T37	NaN	NaN	NaN	NaN	NaN	NaN
PROSAPIP1_S64	55.277002	17.317398	26.310308	25.2369	208.286826	48.26784
ITPA_Y113	127.053898	110.38278	206.7265	104.0887	328.116749	85.29852
RPL36_Y53	3.226511	12.613416	15.443544	21.5491	154.21144	12.97584
ZMYM4_S1071	42.846452	40.808352	14.334004	40.479	214.410465	88.37412
LBR_S84	NaN	NaN	NaN	NaN	NaN	NaN
FRS2_T132	73.022376	158.37393	82.27416	259.3136	1634.66564	548.43936
SRRM2_S2071	NaN	NaN	NaN	NaN	NaN	NaN
ARID1A_S698	NaN	NaN	NaN	NaN	NaN	NaN
NFIL3_S301	145.450142	510.350184	1613.2642	13.4743	3074.03243	1147.4208
HNRPLL_T46	6.780203	156.33048	68.47828	57.1665	440.6516	53.67012
DLGAP4_T915	126.121146	203.960022	113.944944	226.93	1960.09632	506.3928
SART1_T430	142.01263272	152.709156	167.133844	135.1362	225.1270964	140.32044
ATP1A3_S643	NaN	NaN	NaN	NaN	NaN	NaN
MAP1B_S1793	NaN	NaN	NaN	NaN	NaN	NaN
PRPF38A_S250	NaN	NaN	NaN	NaN	NaN	NaN
TMEM245_T36	153.278527	739.286808	177.5441364	555.1095	5089.58415	1952.4312
SRRM1_S607	NaN	NaN	NaN	NaN	NaN	NaN
EEF2_Y265	196.402399	272.5977234	435.7760632	580.0532	3147.075391	744.01836
RBM12B_S638	22.05101	17.706252	23.097108	37.9235	164.921091	33.68448
SEPT9_T38	138.991494	157.236552	185.295268	310.531	1278.14448	461.7348
SRSF12_T169	NaN	NaN	NaN	NaN	NaN	NaN
TUBA3C_Y161	NaN	NaN	NaN	NaN	NaN	NaN
IRS1_Y941	40.91747508	587.12508	173.80802	179.4109	223.1398707	53.331132
SHB_Y336	NaN	NaN	NaN	NaN	NaN	NaN
RPS28_S23	314.4757266	538.5047982	1011.890272	1073.2197	2567.58502	2080.32792
DOCK1_S1751	319.135626	61.284576	126.974528	92.9868	1050.80504	129.00132
ATXN2L_T681	NaN	NaN	NaN	NaN	NaN	NaN
LDLRAP1_S16	NaN	NaN	NaN	NaN	NaN	NaN
MAPK13_T185	121.192964	17.710014	153.090536	139.4128	83.96978	64.2792
C1orf35_S235	NaN	NaN	NaN	NaN	NaN	NaN
SYNE2_T6485	NaN	NaN	NaN	NaN	NaN	NaN
RBMXL1_Y285	NaN	NaN	NaN	NaN	NaN	NaN
EHBP1_S1058	2884.305088	4584.69696	2328.98072	1077.2361	2257.674096	1991.46072
MKL1_T450	NaN	NaN	NaN	NaN	NaN	NaN
RPS3A_Y256	37.176317	24.5696676	19.886344	47.3322	99.865425	20.254992
CUTC_S17	875.4741596	923.260464	663.774504	2187.481	4094.272736	1138.60812
ARID1A_S696	NaN	NaN	NaN	NaN	NaN	NaN
PRPF38A_S277	NaN	NaN	NaN	NaN	NaN	NaN
RIF1_T409	127.842314	261.778086	222.79946	507.057	4167.70599	846.5364
MTM1_S593	594.262352	232.1597802	339.416232	269.7347	3219.724735	496.06728
PHF16_S793	NaN	NaN	NaN	NaN	NaN	NaN
EPS8L2_S480	NaN	NaN	NaN	NaN	NaN	NaN
TBCB_S31	NaN	NaN	NaN	NaN	NaN	NaN
PGAM2_Y92	NaN	NaN	NaN	NaN	NaN	NaN
ANK1_T1688	NaN	NaN	NaN	NaN	NaN	NaN
LMNB1_S406	NaN	NaN	NaN	NaN	NaN	NaN
AKAP13_S1876	NaN	NaN	NaN	NaN	NaN	NaN
SRRM2_S506	NaN	NaN	NaN	NaN	NaN	NaN
PRR12_T224	682.627994	568.051056	722.713176	596.1805	2972.89419	1503.1692
PRPF4B_T847	1459.0939044	1708.5949158	1611.7581024	1625.85949	14800.526608	3790.890036
AHNAK2_S317	8.0722042	275.37612	48.699352	22.7375	95.646992	16.55556
ARHGEF5_S657	585.749244	1410.093132	2447.339	5284.9783	557.4681231	1137.377268
CAPRIN1_Y670	0	14.979828	35.610608	58.075	129.808571	31.45548
SRRM1_S683	NaN	NaN	NaN	NaN	NaN	NaN
TJP3_S323	NaN	NaN	NaN	NaN	NaN	NaN
TJP2_Y249	19.7248724	49.5015474	147.850816	312.9377	230.931853	373.61664
SRRM2_T384	NaN	NaN	NaN	NaN	NaN	NaN
CCT2_T23	17.5099744	18.205116	45.862108	28.8645	247.242998	44.88564
YES1_Y537	NaN	NaN	NaN	NaN	NaN	NaN
PRPF8_S2037	46.3259778	67.712352	99.836444	95.0044	502.980755	124.99992
PHC2_T617	428.178564	404.100474	946.074308	310.9263	3786.29084	373.30956
GRAMD1A_S267	NaN	NaN	NaN	NaN	NaN	NaN
CLIC1_Y209	50.3371606	55.925436	118.886428	87.0938	496.899774	169.48116
PPIB_Y133	49.358256	45.670908	77.123876	102.1142	443.309138	108.84744
PKP4_Y494	0	56.507748	50.473224	199.4834	144.142767	92.35548
RPLP1_S101	NaN	NaN	NaN	NaN	NaN	NaN
PTPRK_Y916	37.62145	40.26879	31.12454	30.6707	103.417396	44.31804
CLASP1_S568	248.72352	119.7855	85.053404	165.543	3357.0461	235.1352
SRSF1_Y170	24.885932	43.652766	76.460936	55.9768	262.459439	71.46864
IK_T330	670.2185124	1835.862954	1108.558524	2336.0935	11844.300062	3923.39304
PAG1_Y359	22.6019894	24.8692254	16.29452	7.1549	882.705097	13.5303
KIF13B_S1410	140.483742	93.860532	251.593792	101.8529	183.174283	403.3836
EHBP1L1_S462	175.33138	113.806086	176.89362	141.1436	598.725805	175.94496
KLC2_S582	288.468106	368.459286	436.2934	589.008	4318.26103	921.9558
CALR_Y75	304.361556	34.6153362	50.3390236	65.1604	419.490185	147.3834
PCM1_S378	57.569112	124.29648	54.354236	114.695	277.32132	108.15372
STK10_S191	1221.350862	1738.006152	390.481288	1062.0235	3528.755907	467.59656
PSIP1_S273	NaN	NaN	NaN	NaN	NaN	NaN
NCOA2_T773	3467.08458	629.6334	1276.41064	741.948	2217.84759	2096.1072
ENAH_S488	186.5837874	243.622332	334.6107	213.926	1825.22225	1351.4304
DOS_S319	317.916918	466.77642	910.933152	416.2738	6285.83912	279.00756
FASN_Y470	74.524518	54.2271324	139.134344	179.8245	532.56851	402.06168
HIST1H2BM_Y43	NaN	NaN	NaN	NaN	NaN	NaN
PPIB_Y88	NaN	NaN	NaN	NaN	NaN	NaN
MAP7D2_S304	449.928486	249.352428	267.31504	147.7951	12149.497	483.0366
TNS1_T1350	1006.15772	217.072416	245.430596	209.4069	1935.71755	393.60024
RAB13_Y5	202.454326	98.00352	143.799864	654.558	663.252955	99.27972
CD2AP_Y88	51.367902	91.6490802	46.98261116	203.5164	209.7250931	92.51496
PRKD3_S735	NaN	NaN	NaN	NaN	NaN	NaN
PRRC2B_S1136	NaN	NaN	NaN	NaN	NaN	NaN
KRT18_Y94	80.434146	47.51084178	1897.477772	377.1843	65.003606343	1461.57804
CPSF6_S511	NaN	NaN	NaN	NaN	NaN	NaN
HSP90AA1_Y197	156.080372	97.2232242	187.199176	174.4308	1222.395737	292.39704
DIDO1_S1974	67.6571508	299.620728	347.323024	393.8443	2280.87063	694.09548
PDHA1_S295	NaN	NaN	NaN	NaN	NaN	NaN
FOXK2_S381	36.747674	15.627348	22.874388	23.7928	615.89565	71.748
INCENP_S481	286.3950026	425.93535	272.833856	207.6116	13390.89466	1859.982
FAF1_T580	164.444876	83.993604	157.303772	54.397	671.55326	101.29584
BRCA1_T1677	NaN	NaN	NaN	NaN	NaN	NaN
TAGLN_T191	7977.1707974	172.9873734	407.62532704	1645.8477	1326.1214617	732.689352
KRT6A_Y448	NaN	NaN	NaN	NaN	NaN	NaN
LATS1_S909	137.366356	9.3118962	18.287864	27.5464	135.903125	47.2062
FGR_Y180	NaN	NaN	NaN	NaN	NaN	NaN
LARP1_S1067	509.5370036	1268.05278	1365.962292	898.252	3395.118088	1223.20788
TUBB_T290	155.47354	112.835604	111.885944	96.4101	1026.21021	259.58112
STAT5A_Y694	4098.8126	.82868082	93.0819148	245.747	443.7717557	117.332316
HIVEP1_S698	101.697516	313.466826	89.982128	113.9308	431.824995	859.8048
EEF1G_T230	28.05434	439.18956	88.164756	412.78	2816.7299	601.5108
RCOR1_S257	180.5006264	112.586856	131.754076	96.3868	582.931819	267.03108
TNK2_Y284	8.7899654	133.648812	80.8675672	66.48916	370.83929	36.404664
PPIB_Y47	83.238998	95.063004	135.167724	173.8417	1288.00014	172.72032
HMGA1_S99	NaN	NaN	NaN	NaN	NaN	NaN
PDIA4_S351	49.43993	139.1590704	146.030718	157.60005	1726.825202	305.86476
RHNO1_S232	15.8638262	76.81605	131.11944	101.662	265.351873	83.5776
MCM4_T102	19.588374	601.658712	106.2694212	482.2752	4290.03473	475.7562
AFF4_S836	NaN	NaN	NaN	NaN	NaN	NaN
TMC5_Y29	28.602002	24.371718	25.827284	401.365	52.011459	48.99876
TUBA1A_T223	231.3320602	232.836336	361.293136	494.9188	2051.120736	540.82128
PRDX6_T130	74.950736	140.0718	58.489404	166.267	1340.42793	315.0324
SEPT9_S30	NaN	NaN	NaN	NaN	NaN	NaN
LSP1_S204	7521.10258	0	144.88139	78.20578	461.7266741	188.964528
TNS1_Y903	524.403922	0	16.8123324	8.51544	129.345704	51.26364
RBMX_Y266	15.3501724	141.9982404	231.254236	195.5625	869.442337	256.05504
MAPK9_Y185	294.021259	104.1693354	70.5129548	154.79607	1046.945045	106.142544
C2CD5_T278	211.082864	177.407256	217.721096	228.1543	1754.93904	354.9672
SDCBP_Y50	115.090112	129.445974	82.785256	136.1737	373.134235	141.73128
RNPS1_S276	NaN	NaN	NaN	NaN	NaN	NaN
TLN1_Y2224	25.244832	2.8783404	6.2183424	17.8912	58.764442	12.05772
PAK4_S488	113.3319094	215.281476	256.714844	75.30359	7172.25574	830.02656
TICRR_T1120	NaN	NaN	NaN	NaN	NaN	NaN
ROCK1_S533	42.855182	19.199196	36.955164	43.9853	277.54569	86.43384
AKAP13_S2390	NaN	NaN	NaN	NaN	NaN	NaN
XRCC6_S520	10.3204702	22.30011	43.564844	20.3378	108.080414	41.71596
ERBB3_Y1289	11.36134520746	17.851115448	16.4224448	60.67874	176.4737361	477.20064
EHBP1L1_S310	2348.9811	14.0135754	197.804244	290.7713	60.7844091	317.562
KRT8_Y267	16.6923808	50.2527846	593.425144	342.1551	70.3730688	614.04
ZNF609_S576	347.792336	406.071534	711.09508	483.279	4570.33934	1305.4308
ZC3H14_S620	283.3709694	627.976638	101.840808	307.9096	2295.37435	628.45572
RAB25_S130	190.040072	20.18028	181.75692	142.304	48.886345	429.5868
IGF1R_Y1161	NaN	NaN	NaN	NaN	NaN	NaN
ARHGAP17_S751	NaN	NaN	NaN	NaN	NaN	NaN
KDM1A_S69	1421.3603418	884.1883206	1314.403192	597.4572	7924.528739	2454.366
TPD52L2_S134	358.628594	313.568286	804.173248	839.4794	3701.13827	1582.47
MAP2_T1616	5.9563626	24.72717	6.6319984	0	702.87365	5.973288
MYCBP2_S3467	515.063986	205.0176	584.304528	166.3435	1662.48752	328.03908
CNKSR1_S300	NaN	NaN	NaN	NaN	NaN	NaN
PRRC2A_T985	NaN	NaN	NaN	NaN	NaN	NaN
PDIA4_Y264	82.7669184	59.6319294	85.9788172	89.986	702.297213	151.98072
TUBB_Y159	3.2615668	101.968098	172.00074	112.9954	1419.374315	287.60772
LPIN1_S166	248.87096	10.8043044	439.08436	373.88	219.707259	401.2308
SAP30_T145	NaN	NaN	NaN	NaN	NaN	NaN
RGPD2_S127	NaN	NaN	NaN	NaN	NaN	NaN
RPSA_Y156	NaN	NaN	NaN	NaN	NaN	NaN
RAB1A_T153	107.749734	90.190188	178.266132	150.0348	590.716073	211.8378
CIC_S1397	144.007364	295.459044	421.145772	122.799	660.417029	767.0148
AKAP12_S698	482.31892	0	38.781468	9.80399	370.47642	18.22356
HSP90AB1_Y276	NaN	NaN	NaN	NaN	NaN	NaN
LARP1_T785	NaN	NaN	NaN	NaN	NaN	NaN
VCL_S579	382.948822	69.996342	96.345192	181.0321	699.484001	319.1754
SECISBP2L_S344	323.063738	168.615348	132.645536	223.0678	721.178364	679.4616
PDE4D_S59	NaN	NaN	NaN	NaN	NaN	NaN
EPS8L2_S240	695.138472	125.879541	425.632768	501.1844	9.288364	957.45696
ZNF609_T829	NaN	NaN	NaN	NaN	NaN	NaN
INSR_T1187	NaN	NaN	NaN	NaN	NaN	NaN
PCGF6_S115	22.07623	24.757722	42.609468	21.4971	305.35372	57.78168
LSR_S464	61.413222	133.685064	299.816964	135.6942	1316.34001	589.9536
DDX5_Y202	NaN	NaN	NaN	NaN	NaN	NaN
P4HB_Y94	148.801686	46.530696	71.118092	94.5958	356.318673	99.68736
PPIA_S110	145.816511	215.017794	247.17686	368.9334	1811.701603	490.33668
SCRIB_S1285	668.139492	214.292982	416.039684	221.1057	4592.93146	1610.352
HIST1H2BN_Y84	NaN	NaN	NaN	NaN	NaN	NaN
CFL1_Y82	145.680226	131.7798732	399.643316	732.0097	1671.085323	566.79648
UTRN_S2482	938.0967	210.7974	57.953716	108.6604	608.098931	245.50284
GP1BA_S632	NaN	NaN	NaN	NaN	NaN	NaN
YWHAZ_T232	218.2545202	128.7568212	82.0219876	143.29756	502.449746	320.16468
TAGLN2_T190	6286.5415402	2665.5315384	1905.563668	3675.1362	5019.6824798	6577.130268
NUP210_T1844	167.2633468	995.436714	1251.846944	506.6733	8925.80147	643.7922
PAICS_T238	40.115514	63.48204	50.880152	63.0393	744.98042	179.478
SRRM2_S510	NaN	NaN	NaN	NaN	NaN	NaN
C9orf40_S76	15.4325836	31.968678	20.797292	4.46792	81.444371	61.7952
SRRM2_S1869	NaN	NaN	NaN	NaN	NaN	NaN
IRS2_S523	87.717488	134.92698	88.341192	104.161	522.74055	209.5764
RPL11_T47	216.668124	242.736666	210.671312	355.079	1773.16287	351.5856
ENO1_Y44	86.2938384	142.8029436	109.4886416	290.0481	346.9221405	119.607048
CTTN_Y334	242.3663728	422.8687044	2007.59518	2277.6776	622.2012503	1626.94284
PRPF4B_S32	NaN	NaN	NaN	NaN	NaN	NaN
NCBP1_S7	197.0900708	567.01719	1189.41296	276.6538	1762.209182	1003.69428
SYNJ1_S1053	142.436546	105.802032	67.536128	80.4377	648.55395	214.9968
CTDSPL2_S104	2220.68211	1432.596732	2113.003336	1802.9227	16359.015032	3900.67308
DPYSL3_T64	18.1361676	279.05946	137.08532	120.73	247.715837	120.0336
KANK1_T1334	117.308017	239.756478	195.18798	980.216	4137.10303	514.2528
VPRBP_T706	63.05663868	435.967806	142.047684	998.916	2691.52313	1591.05
KANK3_S85	NaN	NaN	NaN	NaN	NaN	NaN
CRIP2_Y13	216.475482	80.410242	353.44968	67.8016	1503.95765	635.3016
TUBA1B_Y161	NaN	NaN	NaN	NaN	NaN	NaN
HIST4H4_T74	NaN	NaN	NaN	NaN	NaN	NaN
RANBP2_S2454	NaN	NaN	NaN	NaN	NaN	NaN
MCFD2_S34	142.205492	195.977058	180.03896	192.9839	1300.66181	348.237
PRDX1_S126	146.279492	395.6598	496.69228	354.044	3900.62259	723.744
TJP1_Y1524	68.1866544	100.203207	106.4357652	508.0421	824.649498	99.90006
EIF1AX_Y106	64.210702	42.118098	84.196512	113.343	704.38607	111.40032
HIST2H2BD_Y84	NaN	NaN	NaN	NaN	NaN	NaN
MAF1_S89	846.4899	76.08873	192.36744	317.355	572.94403	1339.92
SMC1A_S360	220.88442688	2134.676106	2180.248884	1702.87274	8812.410412	3814.83096
TUBA4A_T223	NaN	NaN	NaN	NaN	NaN	NaN
PRPF38B_T479	4733.6370734	956.782734	2293.03232	1331.2112	4623.787044	2319.15228
WWC2_S1006	159.453256	13.9137	28.953368	28.5523	547.3243	55.44144
CCT5_Y137	0	7.5541074	28.588316	12.8433	202.723835	34.17972
NCF2_S215	3118.882322	14.1832758	56.8614716	59.63531	290.517323	78.542928
JMJD1C_S652	242.615236	434.845818	371.235148	899.311	3887.13546	1115.388
CLASP2_S523	636.203018	325.9108266	976.15972	199.799813	17223.017089	1386.93948
PML_T275	15.5950586	25.423824	11.78618	58.6189	121.188608	24.5736
ATP1A1_S653	691.117822	401.8907436	457.357492	285.3818	1410.959886	1465.7442
HIST2H2AB_Y40	NaN	NaN	NaN	NaN	NaN	NaN
RBMX_Y335	25.49282026	103.840434	218.333344	188.9647	567.448904	259.58088
SP110_S244	4224.088488	2533.69731	3198.860312	6864.856	7642.624177	4928.0376
PLEKHG2_T1257	NaN	NaN	NaN	NaN	NaN	NaN
GANAB_S190	64.609372	132.269298	400.138752	180.0741	1463.18325	361.40496
AHCTF1_S1900	30.0570408	158.124042	22.5843068	235.422	1467.78145	278.094
MLLT4_S1805	202.187188	253.082622	462.131936	223.9586	105.29047	2986.94628
RHBDF2_S113	337.822094	526.61445	455.844504	221.732	1013.774018	364.64628
CTPS1_Y473	35.826756	27.845184	63.22232	55.1899	1183.29414	64.14132
DPF2_Y172	22.537368	24.3388974	221.548632	75.98499	28.82616012	143.16288
SRSF9_S216	NaN	NaN	NaN	NaN	NaN	NaN
HNRNPA2B1_Y131	NaN	NaN	NaN	NaN	NaN	NaN
PLEKHA6_Y471	72.367626	216.98874	232.332456	917.169	249.889456	79.52616
EPHB2_Y800	3.729165	3.2548482	2.4625292	12.0969	112.40106	6.702012
PEA15_S104	56454.36472	51.8524326	427.3783128	1653.15858	1847.178976874	2060.454732
TUBA3C_Y103	NaN	NaN	NaN	NaN	NaN	NaN
PRPF4B_S839	0	17.791752	10.6888316	14.7265	238.712229	42.18012
EIF4B_S445	NaN	NaN	NaN	NaN	NaN	NaN
RANBP10_Y362	NaN	NaN	NaN	NaN	NaN	NaN
PARD3B_Y1000	NaN	NaN	NaN	NaN	NaN	NaN
NEFH_Y385	NaN	NaN	NaN	NaN	NaN	NaN
TMEM230_S23	1166.69854	0	54.704904	32.077	76.444244	35.01828
LSM14A_S182	NaN	NaN	NaN	NaN	NaN	NaN
SMC6_T1083	59.123634	38.767866	162.138188	82.8799	523.06741	94.99464
GPS1_S468	2237.86954	822.1837662	1026.939996	813.33815	5533.746171	1164.7512
F11R_Y280	279.0994968	838.377318	1028.143612	1912.5221	1117.637938	1314.21204
PDE4D_S59	536.33628	235.106076	647.7846	202.1255	1546.38574	804.0168
KANK2_T168	1134.449144	709.69845	838.353808	612.6722	5657.159366	1595.77128
RCL_S123	351.460294	853.453476	556.835148	785.779	1292.339899	1297.5432
UMPS_S172	55.970552	36.723276	66.249108	96.6137	286.08837	111.06024
LPP_Y301	123.32774	275.840898	106.8633412	714.4536	287.0927443	305.825904
TNKS1BP1_S1545	1374.878582	3171.948084	312.07306	1573.63031	846.982346	2086.50228
MKI67IP_T223	177.3105486	623.83992	271.5125	1508.39	15151.0136	529.00164
TNK2_Y859	247.11914	137.138238	60.1257	91.4874	886.45263	84.36444
AAAS_S522	NaN	NaN	NaN	NaN	NaN	NaN
AKT3_T305	104.843032	5.8738044	12.031984	12.2991	59.876043	18.75624
TRA2A_S75	NaN	NaN	NaN	NaN	NaN	NaN
