	DMS53	H526	H69	H82	H446	
SRRM2_phospho_S387	nan	nan	nan	nan	nan	
ZZEF1_phospho_S1518	-0.804656070566	-2.40510920084	-2.66339696958	-3.26184430516	-1.79360981181	
GAGE5_phospho_S115	nan	nan	nan	nan	nan	
HIST1H2BN_phospho_S65	nan	nan	nan	nan	nan	
HIPK1_phospho_T351	nan	nan	nan	nan	nan	
RGPD8_phospho_S1478	nan	nan	nan	nan	nan	
AEBP2_phospho_S167	nan	nan	nan	nan	nan	
UGP2_phospho_S13	-2.74174239797	-3.22315779357	-4.79583958506	-4.11885121746	-2.31571357044	
PPFIA1_phospho_S708	1.96284971865	0.347393516798	-0.702556303438	-3.2688674833	0.641833504243	
RPTOR_phospho_T714	4.39759190616	1.81916798612	2.46890291564	0.0197183235763	3.01950455433	
ASH2L_phospho_S623	-1.0131718135	-2.44611490125	-0.816788807577	-3.60050402955	-1.27371665407	
STAT1_phospho_S727	-1.07606581606	-1.73378323097	-2.63561760472	-2.87829503705	-1.62684399176	
TOP2A_phospho_S1476	-0.356648920283	1.42829581664	0.00705395602767	2.25207366343	-0.329954760207	
CAD_phospho_S1267	-5.34998704124	2.29445281597	1.94937559515	0.307889730316	-2.4061422069	
FUNDC2_phospho_S10	1.95730127603	0.493120516413	-1.72831855245	-2.91940028366	-1.53948316688	
PPFIA1_phospho_S692	nan	nan	nan	nan	nan	
CENPF_phospho_S3150	1.79951811812	-0.738119838644	0.628049889523	-1.1966406871	2.26875552602	
LMNA_phospho_T409	-2.90141676934	-2.90511796745	-5.18398673555	-4.87721898703	-1.60003585512	
RPS10_phospho_T101	1.76518797908	1.65134006112	-0.953366360737	-1.51079960089	0.67625693992	
UACA_phospho_S1353	-4.04617596972	-3.94004929642	-6.33589695582	-5.41597586029	-5.39159013642	
GARS_phospho_S335	2.92152736622	1.49762848708	2.78518476691	0.559825270166	1.62365493846	
CHAMP1_phospho_S382	-0.774702588268	0.116243156485	-2.6221788562	-2.68492560601	-1.63225009376	
ATN1_phospho_S168	0.792122086377	-0.940891359472	-1.91149180578	-2.69297163878	0.205920493752	
MAP1B_phospho_S1443	nan	nan	nan	nan	nan	
FLVCR1_phospho_T69	1.65163955288	-9.35580526783	-2.15221123394	-6.96085650339	-0.200917459482	
PPP1R12A_phospho_S507	-0.670929066742	-4.83593691153	-5.52242997549	-7.22515471334	-3.97880173106	
CCAR2_phospho_T484	-1.82048170083	-1.63471506773	-2.31311597238	-2.41322447413	-2.16915202222	
TP53BP1_phospho_S1426	nan	nan	nan	nan	nan	
TMEM201_phospho_S477	-0.141371386373	3.09356066298	-4.50525480857	0.486912711729	0.300106054222	
LMNA_phospho_T24	-4.61263961466	-4.69853847934	-6.36706895741	-8.61785979329	-3.13220775297	
HIST1H2BK_phospho_S65	nan	nan	nan	nan	nan	
GPRC5C_phospho_S431	0.0797382915973	-1.78920776077	-3.47872794775	-6.61963870786	-2.33884364416	
RPS6KB1_phospho_S447	-0.21691154606	0.791159198128	-0.105162581653	-2.27469504961	0.294351915086	
TOP2A_phospho_S1474	-0.306434928211	1.29813635652	0.45628264942	3.21125233167	-1.12901743427	
PHB2_phospho_S151	0.225367883126	1.02184701171	-0.765874408941	-0.922957969083	-1.93512371753	
CTR9_phospho_S943	-0.780111910815	1.35104547013	2.2997611327	1.91177241786	-0.983810041164	
DVL3_phospho_S625	nan	nan	nan	nan	nan	
WDR62_phospho_T1053	1.44928915728	0.10959298516	0.901934293154	-1.64130808548	0.504156057516	
CIRBP_phospho_S146	nan	nan	nan	nan	nan	
DMTN_phospho_T120	-0.358850921923	-0.545222397679	-1.73256692031	-2.75780191863	1.62561217656	
SLC4A2_phospho_T183	0.947379711244	-0.0041502885089	-1.72651393976	-2.29508186062	-0.265298620712	
SERPINA3_phospho_T35	-5.87186401167	-5.4519806182	-6.64695959365	-7.03904298244	-5.35109109616	
TCOF1_phospho_T983	1.67537472694	0.0337863710062	-1.77325845448	-2.55616414067	0.949133507751	
MYCBP2_phospho_T3470	-1.36382066783	-0.982422954138	-4.27360800322	-4.53553736943	-2.73531839941	
HSPA4_phospho_S54	-0.0947560907846	-0.0515385655049	0.271883754165	-1.09477639504	-0.217503301956	
PLN_phospho_S16	nan	nan	nan	nan	nan	
SLC4A1AP_phospho_S82	1.87507721741	-1.72760911424	-1.83997859032	-2.13571485952	1.50509212474	
ZNF503_phospho_T223	-0.49060087196	-0.275718015025	-2.51598595638	-3.12635067285	-1.80374455133	
NOP2_phospho_S807	0.902357362138	0.171263929651	-2.42612706761	-2.09586190903	0.344438572447	
GTF3C2_phospho_S165	0.198015821971	3.13570773258	1.63566521237	0.931955169215	-1.05138261714	
MTCL1_phospho_Y1427	nan	nan	nan	nan	nan	
USP15_phospho_S236	1.11925533954	-7.94295765477	-3.43845270845	-4.13317576242	-2.35641228	
PAK6_phospho_T99	1.08209635039	1.03875576441	-0.574063392632	-1.76722766791	-1.01402031325	
HOXB6_phospho_S211	-1.01987317635	-3.51165418878	3.3495199314	-3.56739925504	-2.57881677355	
PAPOLA_phospho_S553	nan	nan	nan	nan	nan	
HIST2H2BE_phospho_S65	nan	nan	nan	nan	nan	
RANBP10_phospho_S365	-0.758885107365	-1.81866618994	-3.04585688836	-3.84925845476	-1.22048746958	
LOC100271840_phospho_S317	-2.48634536415	-3.50072689709	-2.41487137695	1.14111609199	2.48131831048	
RBBP6_phospho_S1709	-3.74820270264	6.20295544395	6.6835747932	7.90136569905	-100	
ARHGAP5_phospho_S1124	-0.711750260924	-1.12934864802	-8.17288034097	-100	-1.34623277985	
KDM2A_phospho_S731	nan	nan	nan	nan	nan	
CDK13_phospho_S360	nan	nan	nan	nan	nan	
HIST4H4_phospho_Y52	nan	nan	nan	nan	nan	
RECQL4_phospho_S27	2.29737551124	3.26461758715	2.90205774221	0.312170241492	0.838406557281	
PTPN14_phospho_S578	1.16571372066	-2.80958549251	-0.790454218225	-2.82641048078	-0.142910442433	
KMT2A_phospho_S449	1.30844721186	3.7999278618	0.730075730623	-0.961078375663	1.88974077209	
TRAK1_phospho_T714	-0.124114947635	-0.478400439489	-0.0146784637984	-0.706292528515	-0.543623879927	
CARHSP1_phospho_T54	1.29324389691	0.579353606637	3.094496308	-1.42523658527	0.743549597168	
SATB1_phospho_S633	-1.44025470245	2.55893524879	1.96929676893	-4.18914369091	-2.88889434342	
ZRANB2_phospho_S120	-7.88056450789	-6.5395593488	-9.21603493627	-8.0237380303	-7.00736485672	
IWS1_phospho_T725	3.95005525667	3.3144303516	-0.451177602764	-0.733143581757	3.8565442078	
PPFIA1_phospho_S693	nan	nan	nan	nan	nan	
EIF4H_phospho_S230	-0.569606601571	1.94377076202	-3.55534529269	-2.19003031074	-1.96595717985	
ARHGAP21_phospho_T62	-2.36281113847	-2.87939906668	-2.92465078107	-4.85700531102	0.0405008546669	
TXLNA_phospho_S218	2.058466419	-0.735291698174	-1.67318828257	-100	2.14614740024	
TACC1_phospho_S44	-0.35043877092	-4.44723754321	-4.37985945101	-4.41300409127	-3.46459584205	
PRX_phospho_S1439	-9.32592179698	-8.00438358184	-9.51550896039	-20.2995400275	-8.94903514624	
BCL7C_phospho_S122	-100	-2.72388238219	-2.6608244572	-2.19867549136	-3.9749910133	
MDC1_phospho_S372	0.676107442285	-0.465811865964	-2.03351226469	-2.50699752949	-1.14349562805	
MYO9B_phospho_T1271	-1.66727346137	-2.44741577236	-2.27501388705	-4.3210909505	-0.5517075293	
ZNF532_phospho_S463	-1.12008030969	-0.251505826872	1.59518890449	-0.155651202678	-2.10348630163	
SGTA_phospho_T81	nan	nan	nan	nan	nan	
MLH1_phospho_T495	1.39569482866	1.01193479108	0.901040747999	-0.086575955909	1.140741752	
MDC1_phospho_S1570	1.34244335487	0.0585773617965	-2.31017728399	-3.75769277914	0.649218813335	
MAP1B_phospho_S1446	nan	nan	nan	nan	nan	
KIF1B_phospho_S1598	-3.5979970477	-2.80974573792	-3.66656784294	-3.54982894445	-3.49255470638	
GSK3A_phospho_Y279	nan	nan	nan	nan	nan	
SMC3_phospho_S1067	0.486675837761	-0.545640756853	-1.43015057548	-1.05247108294	-0.103949489011	
BCLAF1_phospho_T257	nan	nan	nan	nan	nan	
PRKCA_phospho_T497	-0.401314241469	0.95734307038	1.04215338651	-3.42910072784	-2.68091694184	
ELMSAN1_phospho_S461	-2.03048970835	-1.67968463462	-5.54633858206	-4.26400831154	-3.37779569795	
NUP133_phospho_T28	-0.438674068949	-0.170300166783	-0.733379747862	-2.54115770585	1.80199315698	
MKL2_phospho_T370	2.60719199986	-1.77256060355	-0.759892268802	-3.29975653802	0.558349929161	
CHD8_phospho_S2519	0.18653574872	-1.17441857954	-1.40686145055	-2.4973854999	-0.200236307631	
MTUS2_phospho_S967	2.59094468385	5.41045017963	-1.498027387	-2.88254916281	-2.79133863448	
ABCF3_phospho_S83	-1.30279345575	-0.324997574521	1.10479015191	-0.128620304244	-2.66166611267	
CKB_phospho_Y39	-2.08385517661	-0.721298648519	1.1093197838	-1.87593472899	0.354824476349	
HSPA1B_phospho_T226	nan	nan	nan	nan	nan	
TSC22D4_phospho_T57	1.98312096263	-1.16682945905	-1.50996984965	-1.95509362646	-0.022679551617	
AKR7A3_phospho_S6	nan	nan	nan	nan	nan	
PIKFYVE_phospho_T253	-1.17510577361	-2.27914432978	-3.44287059191	-3.84554024423	-3.17290915292	
SPEN_phospho_S736	nan	nan	nan	nan	nan	
SYPL1_phospho_T257	nan	nan	nan	nan	nan	
PUM1_phospho_T112	0.789517456595	1.16837450517	-4.31661130434	-3.52525093368	-0.23827127972	
MAP4K4_phospho_S536	1.17349323529	3.77302237233	3.10520766226	3.96041672676	-1.31026534498	
GNL2_phospho_T329	-0.248490848162	0.451317983364	-0.322999072325	-0.724191591237	-0.213965494615	
ZKSCAN2_phospho_S591	nan	nan	nan	nan	nan	
MAP1B_phospho_T340	-1.02332704492	-0.27130697139	3.1758180739	0.120036809174	-2.04098204669	
PPM1G_phospho_S183	1.27512689498	0.712972456645	-1.12036408808	1.21109259094	-0.0736463170934	
ST18_phospho_T526	3.45274358944	0.695669219917	3.16233243846	-0.342409173327	1.95678601672	
MLLT4_phospho_S557	-2.08998742242	-3.1575240694	-4.50352215179	-6.53740305469	-4.97487738164	
ABCC5_phospho_S67	-1.40800535446	0.152910366772	-1.27241308743	-2.24803945557	-1.0658855676	
HBD_phospho_T39	nan	nan	nan	nan	nan	
PLK1_phospho_T498	1.05054303529	1.45346427545	2.68356500096	1.72455242978	0.767107213739	
NKD2_phospho_S299	0.376200531989	0.246603641732	-0.409408980206	-2.68902498907	-0.192924941695	
TRAPPC1_phospho_S128	-4.12118812877	-2.17676818926	0.0662176183274	-2.65749590568	-0.95426940002	
PTPN14_phospho_T323	0.501227015095	-5.87417352631	-4.17143449656	-5.64530481301	-1.28674155447	
ARAF_phospho_S250	nan	nan	nan	nan	nan	
CAD_phospho_S133	-1.76429376667	2.60186133182	3.02296784246	2.55476331371	-0.44450976816	
UQCRFS1_phospho_T37	nan	nan	nan	nan	nan	
SLX4_phospho_S1185	1.75187985161	0.877360825298	1.84121371974	0.974376766282	2.27895633322	
MAP1B_phospho_S1785	nan	nan	nan	nan	nan	
SRRM2_phospho_S2071	nan	nan	nan	nan	nan	
HIST1H2BH_phospho_S65	nan	nan	nan	nan	nan	
ARID1A_phospho_S698	-2.93206544279	-1.72478314717	-4.36991216388	-2.76344934225	-2.4772016232	
HNRPLL_phospho_T46	-0.713153265248	1.05578590985	-1.35133383653	0.356740952793	-0.960036974366	
NFIL3_phospho_S301	-2.29736107109	-0.265082844464	2.42614111979	0.306954689275	0.0477259235802	
SHROOM3_phospho_T1012	2.00430505901	-0.909348124697	-2.45766288748	-2.34037944507	-1.69810694432	
ARHGEF17_phospho_S940	-4.34928206051	-4.1840058049	-6.73669226052	-4.13483022714	-4.82571986584	
DLGAP4_phospho_T915	-0.461024218973	-0.17780715765	-0.325671975721	-2.01887175107	-0.948179264887	
MAP1B_phospho_S1400	-0.453935080615	-1.69438630574	0.375739162499	-3.68161258374	-0.113151489896	
SPEN_phospho_T1619	1.22264650774	-0.132374465124	-0.0692516132339	-2.58740573648	0.567927034616	
RBM15_phospho_S659	nan	nan	nan	nan	nan	
PHACTR4_phospho_S344	nan	nan	nan	nan	nan	
SART1_phospho_T430	2.75581253004	3.93406694694	-0.31251187244	-0.456608724216	1.15200077237	
GPR157_phospho_S325	nan	nan	nan	nan	nan	
MAP1B_phospho_S1793	nan	nan	nan	nan	nan	
LMNA_phospho_T19	-3.13621710698	-3.4345275054	-4.41706438204	-5.32118556499	-2.67835294583	
ATP1A3_phospho_S643	nan	nan	nan	nan	nan	
SPHK2_phospho_T404	nan	nan	nan	nan	nan	
RGPD3_phospho_S128	nan	nan	nan	nan	nan	
TMEM245_phospho_T36	1.3168682234	-1.33216290188	-1.12522471399	-3.1199874802	1.29087889087	
RIC1_phospho_S990	nan	nan	nan	nan	nan	
SRRM1_phospho_S607	nan	nan	nan	nan	nan	
PPP2R5A_phospho_S41	-1.46067989876	-3.01365908445	-5.62463801688	-5.99721540673	-2.15447143467	
ZZEF1_phospho_S2759	nan	nan	nan	nan	nan	
ARHGAP23_phospho_S647	-100	-2.3722536894	-4.83868716218	-3.4806419064	-5.68036742257	
RPS28_phospho_S23	-0.58108213647	-1.24152580341	-2.36177757363	-3.97847441496	1.27775936059	
PDPK1_phospho_Y248	-2.15369284625	-2.74720367351	-3.56639641719	-5.44452610227	-2.52198449201	
SCAF1_phospho_T1181	nan	nan	nan	nan	nan	
NUP93_phospho_S783	-0.393506010574	1.32889261632	1.95041405704	1.4995827753	-1.27853911243	
ATXN2L_phospho_T681	0.0952937001895	-2.69525324579	-3.23555559934	-5.36026026894	-1.20084136492	
LSM1_phospho_Y133	-2.54368755987	-2.08600956101	-5.89057231532	-4.71536839009	-1.22914636637	
EIF4G1_phospho_S766	-4.73229362997	-0.403446553758	-0.508335557506	-0.268984597118	-100	
BCL11B_phospho_S381	nan	nan	nan	nan	nan	
PRKAA1_phospho_Y500	-5.15712138569	-2.59816751313	-4.67457911003	-4.91806700471	-3.41574776995	
EHBP1_phospho_S1058	-0.862839117624	-6.24572723017	-5.53615886409	-10.9606112393	-2.29271118577	
INADL_phospho_S459	-5.29271162921	-4.76045637033	-6.0396350932	-8.01657785056	-5.67464939941	
MKL1_phospho_T450	-0.812916853661	-0.730552612109	-0.241512280902	-1.4613860151	-0.934213653129	
LSM1_phospho_T129	-1.30488073744	-3.4543200365	-5.92699059439	-100	-0.666372588156	
CUTC_phospho_S17	-0.417295543347	-1.05064578085	-7.31747937429	-4.63552481396	-1.23431989675	
RIF1_phospho_T409	1.21664753889	1.34736897322	1.9289887409	0.435479589719	2.03918166241	
MTM1_phospho_S593	-2.39061945669	-3.21570194618	-3.96793213676	-4.62416506233	-3.26442380708	
PHF16_phospho_S793	nan	nan	nan	nan	nan	
ANK1_phospho_T1688	-5.04827061829	-4.73265549418	-5.48668119458	-6.07626275019	-4.93702811679	
EPS8L2_phospho_T303	-100	-5.81999312529	-7.97865875504	-8.78679467137	-7.01125449477	
ARHGAP21_phospho_S476	-1.82296990097	-1.89641330018	-4.78743149937	-4.67043047058	-2.64759453833	
PRR12_phospho_T224	-0.0829713462407	-1.41731885968	-1.735231205	-2.42325319955	-0.686541559168	
PKP4_phospho_S395	-1.83738620874	-1.68848791571	-3.27967217919	-3.88408149918	-3.4591459557	
CAPRIN1_phospho_Y670	nan	nan	nan	nan	nan	
PRKCG_phospho_T514	nan	nan	nan	nan	nan	
SRRM1_phospho_S683	nan	nan	nan	nan	nan	
SRRM2_phospho_T384	nan	nan	nan	nan	nan	
TMEM201_phospho_S443	-2.78889181786	-1.8231632117	-1.78025624059	-2.07681640257	0.905599958059	
CCT2_phospho_T23	0.806118309927	1.39497946343	0.647578925413	-0.483220584124	-0.457882077758	
UTP14A_phospho_S437	-1.74812797107	-1.34377904083	-2.82464187435	-3.03828836721	-2.23168899316	
UQCRFS1P1_phospho_T46	0.665984382098	-0.063157349009	0.759714608826	-2.08234496055	-0.837622510556	
MAP7D2_phospho_S315	1.5380996269	3.81543155688	-1.89768330954	-1.73298956699	-0.602456564755	
PRKACB_phospho_T202	nan	nan	nan	nan	nan	
GPRC5C_phospho_S403	0.526921584016	-1.23772238442	-2.75390192312	-4.10846164223	-2.6449775191	
GRAMD1A_phospho_S267	nan	nan	nan	nan	nan	
UGGT1_phospho_S895	-1.11164699912	-0.151512489605	-1.71265933394	-1.62911911238	-1.38585906123	
RPS6_phospho_S240	nan	nan	nan	nan	nan	
CLASP1_phospho_S568	-0.532092389911	-2.68468944304	-2.42407011673	-1.257080859	-1.69514336132	
IK_phospho_T330	2.10835422976	0.214816813387	-1.41815549158	-1.29835044975	2.21679360643	
GAGE8_phospho_S114	nan	nan	nan	nan	nan	
FKBP5_phospho_S445	0.235379046336	-1.06388017874	-4.84442856016	-0.754917915879	0.00809197184575	
DPYSL3_phospho_S75	5.90686304556	3.71005788762	3.38744263148	-100	6.94080753537	
FAM169A_phospho_S467	-0.34860358124	-1.02457468354	-2.00114032855	-2.61847529423	-0.468215500451	
SEPT9_phospho_T49	-1.12574631685	-1.48476174266	-4.78421109123	-100	1.09722945089	
KIF13B_phospho_S1410	-3.4108217139	-0.887531251389	-4.06080735185	-4.74737933191	-3.47470966401	
EHBP1L1_phospho_S462	-3.64752002026	-3.64004906473	-4.82101297154	-7.49349164022	-2.53140355544	
SRRM2_phospho_S1729	-2.66422557997	1.18064849673	2.80974020042	1.16549788098	-3.88735826168	
SYNPO_phospho_T856	-100	-5.38790052983	-9.37252409328	-100	-3.99461722185	
SSBP3_phospho_S352	0.630236036868	-0.374703177603	-1.66636468892	-2.54855602275	0.907492815372	
GANAB_phospho_S608	-2.55935739736	-0.994212010094	0.797431101851	-2.68230175994	-3.0031630737	
GLYR1_phospho_S152	nan	nan	nan	nan	nan	
KLC2_phospho_S582	1.72655870637	0.109980523165	-5.97386170569	-10.0886111868	-0.468931902398	
SMARCA1_phospho_S644	nan	nan	nan	nan	nan	
PCM1_phospho_S378	1.418545297	1.31457754791	3.85895797521	0.122289595141	2.61114988254	
MCM3AP_phospho_S538	0.952492985524	0.657300701293	-0.443070492232	0.578342656315	0.496610708323	
SPIRE1_phospho_T400	1.05775386722	-1.34981234667	-1.45550214713	-4.83105871081	1.61172521487	
PSIP1_phospho_S273	-1.78049772609	3.04891302747	1.19817266749	0.625766085984	1.14598364728	
SRSF9_phospho_Y221	nan	nan	nan	nan	nan	
NCOA2_phospho_T773	-1.58908921319	-1.84639078812	-2.17075125495	-4.57021401764	-0.469720655692	
DOS_phospho_S319	1.37359267743	-1.1009993417	-3.25203947414	-6.62835389066	2.7036344143	
SART3_phospho_S769	-0.693493973085	-0.859785291391	-0.964667554965	-2.39937850055	-1.27471054518	
NUP35_phospho_T106	0.327618345587	-0.0953594656803	-1.57704107349	-1.59355733742	-0.471068636072	
GCLC_phospho_S8	2.22747607475	0.115146019747	0.502248111821	-1.47464246873	-1.25881561833	
NUMA1_phospho_S1840	nan	nan	nan	nan	nan	
RPGR_phospho_S961	-0.934178273094	-2.68540655903	-7.16027594548	-9.67580197833	-2.03915510479	
TRIM9_phospho_T406	0.668858075887	2.73148891312	5.4615197158	-100	0.703053567017	
C17orf85_phospho_S500	0.305451231028	1.63577061631	-0.919129052298	0.938836132714	0.725436808313	
KMT2A_phospho_T506	nan	nan	nan	nan	nan	
ZEB1_phospho_S704	nan	nan	nan	nan	nan	
CRAMP1L_phospho_S70	nan	nan	nan	nan	nan	
CCDC6_phospho_S371	nan	nan	nan	nan	nan	
MAST2_phospho_S931	-1.3923794403	-0.702123199232	-3.3739398301	-4.41127546173	-2.26399584038	
CDK7_phospho_T170	nan	nan	nan	nan	nan	
MAP7D2_phospho_S304	1.00193677247	4.04559978735	-4.07365380511	-2.24990612344	-1.4470996349	
TRIM33_phospho_S1119	-0.236626311271	-2.78990464382	-4.69304585671	-6.8350785173	-2.427864521	
BRWD1_phospho_T687	1.7034785119	0.262436252123	0.467946443026	-2.78777704888	2.3372252461	
PRKD3_phospho_S735	nan	nan	nan	nan	nan	
FIP1L1_phospho_S554	4.28622088389	3.31861932045	-2.33154812084	-1.44158266015	3.78451092939	
SPTAN1_phospho_S1226	-3.49237813817	-2.59051003848	-5.3686770797	-4.80288461724	-2.77654180089	
NUMA1_phospho_S395	0.874704583777	-0.529420698202	-1.1875708157	1.10492888931	-1.48787131414	
MSANTD4_phospho_S191	-0.597875992126	-0.822425555241	-1.20127782834	-2.22460979776	-0.621562336992	
DIDO1_phospho_S1974	2.9042233201	0.5895554476	-1.10778380248	-1.98440929447	1.46985848812	
SPTBN1_phospho_S2128	-5.35005443971	-2.78102537698	-5.20364148932	-5.60079510956	-4.9808704599	
MAPK9_phospho_T183	nan	nan	nan	nan	nan	
PPP2CA_phospho_S26	-100	-4.39909667686	-3.09618629909	-5.51601015066	-5.69404348494	
PDHA1_phospho_S295	nan	nan	nan	nan	nan	
DACT3_phospho_S6	nan	nan	nan	nan	nan	
SRRM1_phospho_S769	nan	nan	nan	nan	nan	
NSRP1_phospho_T275	1.69740927112	0.143619849091	-2.18902058216	-4.07773937317	2.0365478897	
GNL3L_phospho_S465	2.90209653327	-0.038674101006	2.49969405653	0.160977142056	1.01130713137	
INCENP_phospho_S481	1.50514291132	1.72396252633	0.0937480940298	0.535557721533	2.02054062981	
PKMYT1_phospho_T453	nan	nan	nan	nan	nan	
FAF1_phospho_T580	-0.289347121149	1.77278053221	0.276125348975	-0.239523109007	-1.73270685859	
RCOR2_phospho_S68	0.153089623853	0.718518538736	1.00484933084	2.88932468114	-1.05186832197	
XRN2_phospho_S451	1.04928769945	0.891839751188	0.390879341091	-0.777724710827	-0.447928683942	
TAGLN_phospho_T191	-7.39759556628	-5.56423845117	-6.91103041345	-6.21757858344	-7.01735557601	
RPL15_phospho_T197	1.61432986161	1.39595378996	-1.81367661564	-1.73151863621	0.630819009159	
AKR1B1_phospho_T266	1.73754323602	3.98440801772	0.539224071189	0.0645360782967	1.07115093641	
PPP1R7_phospho_S24	-1.23298419367	-2.56367456495	-4.633346727	-9.98438898128	-1.52416367587	
NCOR2_phospho_S1901	-0.134225304233	-1.03879741258	-0.906080967488	-1.17634068235	-0.480334221549	
IGF2BP1_phospho_T217	nan	nan	nan	nan	nan	
ZNF609_phospho_T823	2.75892219412	0.442725516378	-2.938419805	-1.83458802006	2.05651437721	
PHRF1_phospho_S915	nan	nan	nan	nan	nan	
GRB7_phospho_S81	nan	nan	nan	nan	nan	
PCNP_phospho_S77	-1.15237611147	-1.64585639867	-5.13852730831	-4.64844803044	-3.07323957161	
DHRS13_phospho_T264	-0.44532681922	3.90118930707	2.19488033804	-0.0551666022128	-0.26232249546	
TJP1_phospho_S404	-3.31459876485	-5.2685357392	-4.24521363569	-5.59723350199	-4.38751868498	
OCLN_phospho_T305	-2.91087577639	-2.87276010447	-2.72319774365	-3.7716043577	-3.62935927466	
HERC1_phospho_S2706	nan	nan	nan	nan	nan	
LARP1_phospho_S1067	0.959413227516	-0.441114962765	-4.39140262189	-4.87920142191	-1.44278668119	
SKIV2L_phospho_S360	nan	nan	nan	nan	nan	
HUWE1_phospho_S3802	-0.36475585829	1.75307692043	0.0140785246001	0.77128997244	-3.38613077736	
EEF1G_phospho_T230	4.47666183364	-0.466182965129	1.78213109179	-0.906343580424	4.77457339088	
INA_phospho_S78	-1.4649012883	-0.201443285731	-0.256073557804	1.44835629643	-3.10606167694	
TNK2_phospho_Y284	nan	nan	nan	nan	nan	
HMGA1_phospho_S99	-1.91934385831	-3.10391027206	-5.49237660327	-5.48132913648	-2.64162409769	
SRRM2_phospho_T983	1.6657378306	-1.86804892626	-0.898480655378	-1.76862970393	0.80228036528	
INTS1_phospho_S82	-1.27469961965	-1.8837617485	-2.60051605463	-2.76190272577	-1.81823087564	
TAF4_phospho_S1036	0.381965859062	-0.227430335036	-1.36311616242	-2.12813261358	0.0620684224775	
RHNO1_phospho_S232	nan	nan	nan	nan	nan	
HAX1_phospho_S189	nan	nan	nan	nan	nan	
MCM4_phospho_T102	5.17149007141	2.76226282058	2.08638871709	-1.20699585936	5.67214029342	
