ptm	Channel 126: Normal Pool	Channel 127: DMS53	Channel 128: H526	Channel 129: H69	Channel 130: H82	Channel 131: H446
SRRM2_S387	NaN	NaN	NaN	NaN	NaN	NaN
ZZEF1_S1518	315.33516	180.52892	59.5336329	49.7748568	32.87452	90.958239
GAGE5_S115	NaN	NaN	NaN	NaN	NaN	NaN
HIST1H2BN_S65	NaN	NaN	NaN	NaN	NaN	NaN
HIPK1_T351	NaN	NaN	NaN	NaN	NaN	NaN
RGPD8_S1478	NaN	NaN	NaN	NaN	NaN	NaN
AEBP2_S167	NaN	NaN	NaN	NaN	NaN	NaN
UGP2_S13	270.563328	40.450345	28.973553	9.7404128	15.57296	54.346263
PPFIA1_S708	890.0011134	3469.5024	1132.3128054	546.8900588	92.334369	1388.678421
RPTOR_T714	37.42389	788.7802	132.060537	207.187124	37.9389	303.466231
ASH2L_S623	333.96111	165.46296	61.283271	189.591108	27.5319	138.123946
STAT1_S727	914.92443	433.96743	275.083452	147.226256	124.432	296.248653
TOP2A_S1476	305.346888	238.46875	821.775864	306.843516	1454.572	242.922207
CAD_S1267	262.407978	6.433843	1287.28929	1013.43888	324.8337	49.505797
FUNDC2_S10	389.491956	1512.5331	548.204454	117.550036	51.4839	133.98861
PPFIA1_S692	NaN	NaN	NaN	NaN	NaN	NaN
CENPF_S3150	143.6750784	500.1386	86.1361053	222.046176	62.684	692.380629
LMNA_T409	2180.638908	291.857111	291.1093185	59.98577196	74.198401	719.3246949
RPS10_T101	107.263926	364.6097	336.94311	55.393884	37.6407	171.40651
UACA_S1353	2988.09756	180.87329	194.680185	36.9913124	69.988	71.1810545
GARS_S335	55.517616	420.628	156.76962	382.69692	81.838	171.08016
CHAMP1_S382	699.460272	408.8409	758.15103	113.607908	108.7727	225.63518
ATN1_S168	2015.11233	3489.40813	1049.6940573	535.6521968	311.62624	2324.274972
MAP1B_S1443	NaN	NaN	NaN	NaN	NaN	NaN
FLVCR1_T69	127.5012522	400.59682	.19459713	28.6836432	1.0235	110.925723
PPP1R12A_S507	17582.512374	11043.61245	615.6287088	382.5285552	117.51482	1115.173046
CCAR2_T484	1661.3482158	470.371577	535.010616	334.3053896	311.8945	369.3863523
TP53BP1_S1426	NaN	NaN	NaN	NaN	NaN	NaN
TMEM201_S477	202.508964	183.60615	1728.6171	8.9171776	283.8047	249.336108
LMNA_T24	2210.28318	90.34519	85.122996	26.7774476	5.62618	252.092214
HIST1H2BK_S65	NaN	NaN	NaN	NaN	NaN	NaN
GPRC5C_S431	364.576464	385.294	105.483231	32.702968	3.70748	72.065356
RPS6KB1_S447	1158.264954	996.5774	2004.33618	1076.83912	239.3627	1420.41965
TOP2A_S1474	771.840846	624.139477	1898.041656	1058.967232	7148.436	352.90648943
PHB2_S151	538.6005576	629.66462	1093.637517	316.7492744	284.07222	140.8434045
CTR9_S943	89.6030856	52.177814	228.57471	441.1843	337.1505	45.3071384
DVL3_S625	NaN	NaN	NaN	NaN	NaN	NaN
WDR62_T1053	281.44939914	768.56364	303.662457	525.907788	90.22302	399.177838
CIRBP_S146	NaN	NaN	NaN	NaN	NaN	NaN
DMTN_T120	29.1221784	22.70905	19.957014	8.7633316	4.30569	89.863201
SLC4A2_T183	154.285614	297.5193	153.842409	46.62222	31.4367	128.369719
SERPINA3_T35	43439.43492	741.783159	992.37191592	433.460921036	330.3095183	1064.25386888
TCOF1_T983	227.9056122	727.93578	233.305905	66.67315936	38.75011	440.0202623
MYCBP2_T3470	58.600584	22.76937	29.659455	3.0298264	2.52679	8.8001294
HSPA4_S54	88.77708	83.13357	85.661604	107.187964	41.5662	76.352953
PLN_S16	NaN	NaN	NaN	NaN	NaN	NaN
SLC4A1AP_S82	860.962662	3158.194	259.969353	240.489196	195.91608	2443.78049
ZNF503_T223	390.57795	277.9855	322.63266	68.28424	44.7283	111.873315
NOP2_S807	20.3553	38.04645	22.920975	3.787394	4.76168	25.844245
GTF3C2_S165	204.899436	235.04416	1800.87201	636.68564	390.9194	98.865111
MTCL1_Y1427	NaN	NaN	NaN	NaN	NaN	NaN
USP15_S236	1037.5533	2253.927	4.216401	95.704644	59.129	202.609422
PAK6_T99	115.103268	243.6863	236.47449	77.31742	33.8142	56.995048
HOXB6_S211	83.5693362	41.213029	7.3271268	851.829984	7.04941	13.987682
PAPOLA_S553	NaN	NaN	NaN	NaN	NaN	NaN
HIST2H2BE_S65	NaN	NaN	NaN	NaN	NaN	NaN
RANBP10_S365	776.050632	458.60932	219.997113	93.971416	53.8453	333.032578
LOC100271840_S317	89.4556278	15.964052	7.9028523	16.77486168	197.2958	499.526932
RBBP6_S1709	6.2556020982	.46553	460.834269	643.021668	1495.606	0
ARHGAP5_S1124	220.168746	134.4304	100.643991	.7629104	0	86.596277
KDM2A_S731	NaN	NaN	NaN	NaN	NaN	NaN
CDK13_S360	NaN	NaN	NaN	NaN	NaN	NaN
HIST4H4_Y52	NaN	NaN	NaN	NaN	NaN	NaN
RECQL4_S27	43.26749784	212.68689	415.824045	323.420996	53.7198	77.365494
PTPN14_S578	54.199152	121.59264	7.7307741	31.335892	7.64114	49.087641
KMT2A_S449	50.765778	125.73405	707.07147	84.206524	26.077	188.12205
TRAK1_T714	322.271838	295.70593	231.318024	319.00956	197.5182	221.093137
CARHSP1_T54	78.795612	193.1111	117.734799	673.03592	29.3402	131.92672
SATB1_S633	133.446852	49.175464	786.365769	522.547448	7.315608	18.0162534
ZRANB2_S120	9314.2481796	39.524056	100.1254044	15.6619144968	35.7900233	72.397037168
IWS1_T725	97.1251722	1501.12521	966.217182	71.041776	58.4296914	1406.913147
PPFIA1_S693	NaN	NaN	NaN	NaN	NaN	NaN
EIF4H_S230	165.0189996	111.189884	634.844343	14.0368084	36.16339	42.2398015
ARHGAP21_T62	109.321002	21.25331	14.856555	14.3977952	3.77224	112.43346
TXLNA_S218	78.252804	325.9568	47.00619	24.53692	0	346.38147
TACC1_S44	361.92366	283.8732	16.590714	17.38392756	16.9891	32.784586
PRX_S1439	6503.351274	10.133396	25.3266447	8.8855352	.00503926	13.1585853417
BCL7C_S122	234.58491	0	35.508291	37.09472	51.1014	14.9179293
MDC1_S372	33.5207754	53.56026	24.27117	8.1877744	5.89702	15.173563
MYO9B_T1271	1017.41346	320.3304	186.531387	210.208396	50.9002	694.09188
ZNF532_S463	173.8916046	80.002	146.072283	525.385792	156.1072	40.4637513
SGTA_T81	NaN	NaN	NaN	NaN	NaN	NaN
MLH1_T495	78.1834788	205.71265	157.665879	146.000816	73.6297	172.390161
MDC1_S1570	1146.795678	2908.0493	1194.316935	231.234904	84.78281	1798.541172
MAP1B_S1446	NaN	NaN	NaN	NaN	NaN	NaN
KIF1B_S1598	346.259718	28.59545	49.383768	27.268112	29.5663	30.763677
GSK3A_Y279	NaN	NaN	NaN	NaN	NaN	NaN
SMC3_S1067	916.1691084	1283.747673	627.655602	339.9831728	441.72327	852.4790794
BCLAF1_T257	NaN	NaN	NaN	NaN	NaN	NaN
PRKCA_T497	376.7057658	285.229633	731.461122	775.749844	34.97358	58.7443161
ELMSAN1_S461	400.641822	98.06589	125.060691	8.5731812	20.85268	38.5423737
NUP133_T28	125.207208	92.37943	111.266358	75.31128	21.5112	436.59959
MKL2_T370	36.7779258	224.094	10.7644866	21.718852	3.73475	54.158585
CHD8_S2519	1345.3098246	1530.999925	596.056041	507.358356	238.2508	1170.96841
MTUS2_S967	15.7169754	94.69369	668.462067	5.564393	2.131254	2.2703474
ABCF3_S83	208.1098656	84.355375	166.1340492	447.5768788	190.3593	32.8890501
CKB_Y39	438.020352	103.32166	265.681773	945.0022	119.3388	560.15356
HSPA1B_T226	NaN	NaN	NaN	NaN	NaN	NaN
TSC22D4_T57	245.448252	970.3733	109.32243	86.181436	63.3021	241.61991
AKR7A3_S6	NaN	NaN	NaN	NaN	NaN	NaN
PIKFYVE_T253	1509.9842772	668.698485	311.0868243	138.8561456	105.03873	167.4293521
SPEN_S736	NaN	NaN	NaN	NaN	NaN	NaN
SYPL1_T257	NaN	NaN	NaN	NaN	NaN	NaN
PUM1_T112	530.2673586	916.56513	1191.819993	26.6112584	46.056255	449.539742
MAP4K4_S536	8.1302886	18.33845	111.147288	69.962708	126.564	3.2785121
GNL2_T329	109.87515	92.49032	150.23106	87.834892	66.5114	94.730417
ZKSCAN2_S591	NaN	NaN	NaN	NaN	NaN	NaN
MAP1B_T340	444.5580888	218.713898	368.346867	4017.399468	483.1291	108.0268469
PPM1G_S183	169.7181444	410.75203	278.198235	78.0665664	392.9194	161.2718338
ST18_T526	537.13552032	5881.1636	869.963787	4808.845156	423.6512	2085.139709
MLLT4_S557	773.057628	181.57789	86.636802	34.0813364	8.32257	24.5824154
ABCC5_S67	76.763106	28.92682	85.345995	31.777376	16.1594	36.668151
HBD_T39	NaN	NaN	NaN	NaN	NaN	NaN
PLK1_T498	126.519624	262.06128	346.492818	812.81452	418.119	215.317919
NKD2_S299	89.908812	116.69437	106.668786	67.6952	13.942	78.654951
TRAPPC1_S128	452.140164	25.981956	100.000131	473.376372	71.6617	233.350843
PTPN14_T323	569.56662	806.1742	9.7105113	31.6094996	11.3799	233.45153
ARAF_S250	NaN	NaN	NaN	NaN	NaN	NaN
CAD_S133	88.7486544	26.125008	538.765878	721.382784	521.4614	65.2155263
UQCRFS1_T37	NaN	NaN	NaN	NaN	NaN	NaN
SLX4_S1185	183.762432	618.9066	337.57374	658.44164	361.055	891.84821
MAP1B_S1785	NaN	NaN	NaN	NaN	NaN	NaN
SRRM2_S2071	NaN	NaN	NaN	NaN	NaN	NaN
HIST1H2BH_S65	NaN	NaN	NaN	NaN	NaN	NaN
ARID1A_S698	62.838342	8.233511	19.011363	3.0391356	9.2543	11.28529
HNRPLL_T46	696.2454387	424.699587	1447.390077	272.879144	891.56311	357.9006085
NFIL3_S301	356.848254	72.59538	296.951613	1917.895	441.4547	368.850614
SHROOM3_T1012	105.652134	423.8715	56.251902	19.233044	20.8619	32.560956
ARHGEF17_S940	172.529784	8.464469	9.4918929	1.6177732	9.82101	6.0838381
DLGAP4_T915	653.007096	474.39028	577.28811	521.05176	161.1302	338.444531
MAP1B_S1400	166.808754	121.77854	51.541581	216.435052	12.99999	154.225734
SPEN_T1619	1824.429096	4257.75103	1664.478942	1738.9223	303.557	2704.51916
RBM15_S659	NaN	NaN	NaN	NaN	NaN	NaN
PHACTR4_S344	NaN	NaN	NaN	NaN	NaN	NaN
SART1_T430	17.6213394	119.02033	269.346336	14.1893816	12.84062	39.158469
GPR157_S325	NaN	NaN	NaN	NaN	NaN	NaN
MAP1B_S1793	NaN	NaN	NaN	NaN	NaN	NaN
LMNA_T19	4315.954482	490.88689	399.191289	202.0263344	107.95441	674.236532
ATP1A3_S643	NaN	NaN	NaN	NaN	NaN	NaN
SPHK2_T404	NaN	NaN	NaN	NaN	NaN	NaN
RGPD3_S128	NaN	NaN	NaN	NaN	NaN	NaN
TMEM245_T36	471.339162	1174.2224	187.202883	216.0763	54.21553	1153.25884
RIC1_S990	NaN	NaN	NaN	NaN	NaN	NaN
SRRM1_S607	NaN	NaN	NaN	NaN	NaN	NaN
PPP2R5A_S41	934.6806	339.5899	115.734129	18.944296	14.6326	209.94363
ZZEF1_S2759	NaN	NaN	NaN	NaN	NaN	NaN
ARHGAP23_S647	297.15903	0	57.394386	10.3848196	26.6202	5.7946599
RPS28_S23	515.2184604	344.40406	217.898835	100.23641436	32.68521	1249.209592
PDPK1_Y248	3786.020028	850.857358	563.887149	319.5881068	86.93952	659.1586056
SCAF1_T1181	NaN	NaN	NaN	NaN	NaN	NaN
NUP93_S783	185.6099448	141.30064	466.270329	717.355408	524.8324	76.510778
ATXN2L_T681	582.385734	622.1527	89.920488	61.831736	14.17789	253.35032
LSM1_Y133	1489.031586	255.374574	350.713482	25.09949316	56.68088	635.175861
EIF4G1_S766	111.37392	4.190069	84.204246	78.299548	92.4296	0
BCL11B_S381	NaN	NaN	NaN	NaN	NaN	NaN
PRKAA1_Y500	2804.71086	78.603135	463.192737	109.824584	92.7689	262.812223
EHBP1_S1058	9378.90387	5157.17215	123.5949834	202.1167032	4.706297	1914.155635
INADL_S459	2886.94854	73.650226	106.512084	43.8861736	11.1483	56.5196363
MKL1_T450	303.312114	172.6543	182.798028	256.559036	110.146	158.731611
LSM1_T129	411.54372	166.5742	37.545858	6.7641624	0	259.30915
CUTC_S17	4062.320262	3041.9753	1961.093337	25.467914	163.4339	1726.66007
RIF1_T409	187.186356	435.03239	476.291319	712.78354	253.1434	769.358997
MTM1_S593	1189.473012	226.8331	128.0359269	76.013022	48.23277	123.7841698
PHF16_S793	NaN	NaN	NaN	NaN	NaN	NaN
ANK1_T1688	2095.105068	63.31767	78.8015109	46.7250948	31.05049	68.3930946
EPS8L2_T303	7008.10866	0	124.0533	27.7833888	15.86763	54.325398
ARHGAP21_S476	1124.685702	317.879523	302.102199	40.7259	44.16635	179.4840256
PRR12_T224	1721.021148	1624.83529	644.363181	516.9274144	320.85906	1069.34195
PKP4_S395	567.788886	158.8834	176.157597	58.466512	38.4558	51.627393
CAPRIN1_Y670	NaN	NaN	NaN	NaN	NaN	NaN
PRKCG_T514	NaN	NaN	NaN	NaN	NaN	NaN
SRRM1_S683	NaN	NaN	NaN	NaN	NaN	NaN
SRRM2_T384	NaN	NaN	NaN	NaN	NaN	NaN
TMEM201_S443	132.982668	19.24221	37.580991	38.715468	31.5218	249.11954
CCT2_T23	39.637458	69.30612	104.240493	62.093548	28.3558	28.858221
UTP14A_S437	1120.781718	333.64305	441.573741	158.2046	136.4285	238.624873
UQCRFS1P1_T46	137.449116	218.08371	131.561766	232.722748	32.4559	76.911707
MAP7D2_S315	355.2017238	1031.5474	5000.74155	95.32689916	106.8546	233.947047
PRKACB_T202	NaN	NaN	NaN	NaN	NaN	NaN
GPRC5C_S403	116.236134	167.479	49.288953	17.231936	6.73862	18.583332
GRAMD1A_S267	NaN	NaN	NaN	NaN	NaN	NaN
UGGT1_S895	89.225766	41.2906	80.330502	27.222528	28.8454	34.143272
RPS6_S240	NaN	NaN	NaN	NaN	NaN	NaN
CLASP1_S568	677.19645	468.3159	105.327705	126.18184	283.332	209.134496
IK_T330	552.6703224	2383.10956	641.4051588	206.8039372	224.71068	2569.13848
GAGE8_S114	NaN	NaN	NaN	NaN	NaN	NaN
FKBP5_S445	1093.623174	1287.43069	523.127871	38.0670652	648.05933	1099.774462
DPYSL3_S75	2.70142992	162.0827	35.3535	28.269332	0	331.88297
FAM169A_S467	61.422354	48.23767	30.192477	15.343456	10.002	44.39965
SEPT9_T49	1097.975088	503.16344	392.314776	39.84753332	0	2349.045686
KIF13B_S1410	644.367528	60.58624	348.305328	38.6108024	23.98999	57.961793
EHBP1L1_S462	973.6524	77.69463	78.098013	34.4456532	5.40304	168.412971
SRRM2_S1729	272.7459	43.02753	618.256716	1912.38052	611.798	18.4309105
SYNPO_T856	2265.72066	0	54.111141	3.41818432	0	142.136874
SSBP3_S352	157.636206	243.99219	121.579143	49.6626876	26.94413	295.69129
GANAB_S608	166.516938	28.24978	83.593167	289.407044	25.9421	20.7690317
GLYR1_S152	NaN	NaN	NaN	NaN	NaN	NaN
KLC2_S582	666.58221	2205.97039	719.384631	10.6057688	.61218	481.605181
SMARCA1_S644	NaN	NaN	NaN	NaN	NaN	NaN
PCM1_S378	41.95989	112.16543	104.366619	608.83056	45.6717	256.37093
MCM3AP_S538	248.5936656	481.0819	392.064288	182.857404	371.1834	350.73958
SPIRE1_T400	612.693396	1275.4365	240.386013	223.40526	21.52532	1872.49572
PSIP1_S273	236.1540258	68.740412	1954.382787	541.8527308	364.39274	522.6016853
SRSF9_Y221	NaN	NaN	NaN	NaN	NaN	NaN
NCOA2_T773	5661.364968	1881.73141	1574.353095	1257.360788	238.31405	4088.09657
DOS_S319	364.540554	944.57935	169.9464207	38.263476	3.684788	2374.766453
SART3_S769	2652.22188	1640.013284	1461.465915	1358.989132	502.7186	1096.184719
NUP35_T106	549.673236	689.80691	514.515582	184.233212	182.1361	396.550774
GCLC_S8	89.5074516	419.1759	96.944148	126.780056	32.2068	37.40399
NUMA1_S1840	NaN	NaN	NaN	NaN	NaN	NaN
RPGR_S961	7356.767544	3850.09417	1143.665733	51.43150072	8.99457	1789.947039
TRIM9_T406	40.7759562	64.82619	270.809721	1796.74072	0	66.381088
C17orf85_S500	374.717826	463.0782	1164.44874	198.161344	718.327	619.55889
KMT2A_T506	NaN	NaN	NaN	NaN	NaN	NaN
ZEB1_S704	NaN	NaN	NaN	NaN	NaN	NaN
CRAMP1L_S70	NaN	NaN	NaN	NaN	NaN	NaN
CCDC6_S371	NaN	NaN	NaN	NaN	NaN	NaN
MAST2_S931	128.23839	48.85062	78.823899	12.3697512	6.02687	26.698533
CDK7_T170	NaN	NaN	NaN	NaN	NaN	NaN
MAP7D2_S304	393.916824	788.892	6505.06164	23.394434	82.8162	144.472149
TRIM33_S1119	1242.919944	1054.9006	179.72073	48.0502424	10.88628	230.984645
BRWD1_T687	165.6570636	539.52067	198.706074	229.126792	23.98863	837.1145
PRKD3_S735	NaN	NaN	NaN	NaN	NaN	NaN
FIP1L1_S554	34.3082061	669.38976	342.296115	6.81603936	12.631019	472.7693564
SPTAN1_S1226	81.147528	7.210489	13.4726823	1.9640044	2.90712	11.84276
NUMA1_S395	148.5981504	272.47441	102.9536844	65.2407532	319.6172	52.9809216
MSANTD4_S191	435.4687008	287.72549	246.253371	189.380948	93.17141	283.040145
DIDO1_S1974	140.958846	1055.2386	212.112474	65.405788	35.6226	390.448564
SPTBN1_S2128	3236.964822	79.3617279	470.940372	87.8386808	66.70074	102.505358
MAPK9_T183	NaN	NaN	NaN	NaN	NaN	NaN
PPP2CA_S26	910.947114	0	43.175076	106.524184	19.90713	17.5960537
PDHA1_S295	NaN	NaN	NaN	NaN	NaN	NaN
DACT3_S6	NaN	NaN	NaN	NaN	NaN	NaN
SRRM1_S769	NaN	NaN	NaN	NaN	NaN	NaN
NSRP1_T275	1339.965585	4345.75011	1480.224291	293.8547992	79.35454	5497.37859
GNL3L_S465	130.10193	972.5274	126.660639	735.8116	145.4597	262.251222
INCENP_S481	876.5968932	2488.24472	2895.771963	935.450724	1270.6293	3556.667481
PKMYT1_T453	0	510.9221	205.420299	223.709104	135.6649	222.372964
FAF1_T580	505.8822006	413.94938	1728.65973	612.592128	428.495	152.2133208
RCOR2_S68	231.722694	257.66364	381.297714	465.005788	1716.888	111.769846
XRN2_S451	136.099278	281.65852	252.537768	178.452332	79.3848	99.773648
TAGLN_T191	7318.33704	43.40245	154.6712979	60.81139292	98.34103	56.4908212
RPL15_T197	80.1029628	245.25072	210.80094	22.7864944	24.12179	124.034935
AKR1B1_T266	22.8645774	76.24578	361.90077	33.226592	23.9106	48.040967
PPP1R7_S24	6067.9395	2581.5231	1026.356646	244.4921372	5.990191	2109.707551
NCOR2_S1901	368.5520412	335.8095	179.386452	196.671428	163.0741	264.182358
IGF2BP1_T217	NaN	NaN	NaN	NaN	NaN	NaN
ZNF609_T823	43.1803764	292.28381	58.689456	5.6329244	12.10655	179.621756
PHRF1_S915	NaN	NaN	NaN	NaN	NaN	NaN
GRB7_S81	NaN	NaN	NaN	NaN	NaN	NaN
PCNP_S77	679.958496	305.90222	217.285257	19.3032996	27.11191	80.787675
DHRS13_T264	9.7708086	7.175857	145.984083	44.735812	9.40424	8.1463594
TJP1_S404	4077.22518	409.799143	105.7736295	214.9948492	84.22277	194.800455
OCLN_T305	238.021308	31.64863	32.4959229	36.045548	17.42809	19.2340097
HERC1_S2706	NaN	NaN	NaN	NaN	NaN	NaN
LARP1_S1067	982.222605	1909.95038	723.470937	46.80217246	33.375205	361.3165514
SKIV2L_S360	NaN	NaN	NaN	NaN	NaN	NaN
HUWE1_S3802	115.2294066	89.48719	388.411485	116.359376	196.673	11.02139055
EEF1G_T230	21.6096174	481.1235	15.642711	74.322788	11.5295	591.47567
INA_S78	35.234325	12.763998	30.642591	29.503948	96.1534	4.0921187
TNK2_Y284	NaN	NaN	NaN	NaN	NaN	NaN
HMGA1_S99	1012.570146	267.69795	117.775518	22.4933952	22.6663	162.262076
SRRM2_T983	76.718124	243.4081	21.016443	41.155544	22.5158	133.78531
INTS1_S82	45.82305	18.93918	12.4169577	7.5552816	6.75567	12.993973
TAF4_S1036	173.423376	225.99083	148.13043	67.4169008	39.67125	181.047317
RHNO1_S232	0	936.2041	52.411821	80.769076	385.949	217.741469
HAX1_S189	NaN	NaN	NaN	NaN	NaN	NaN
MCM4_T102	33.7044834	1214.6784	228.671289	143.1374452	14.59976	1718.58906
CSRP2BP_T289	202.756176	910.4498	572.39301	190.697852	103.5606	1932.80841
KANSL3_S539	NaN	NaN	NaN	NaN	NaN	NaN
MTSS1L_Y258	144.391842	13.74763	28.054362	35.987236	16.7654	18.72714
AFF4_S836	NaN	NaN	NaN	NaN	NaN	NaN
FRMD4A_S901	1122.666426	0	265.343379	49.5267792	0	478.210606
SMC1A_S957	316.2823146	132.90524	231.770196	121.8725832	292.2505	128.9038202
HNRNPC_Y105	NaN	NaN	NaN	NaN	NaN	NaN
C9orf142_T145	952.30296	458.54627	220.500441	163.5733	82.78341	396.03054
PARD3_S1337	3728.13084	216.518445	139.4694105	39.9456144	15.89169	100.7561541
UBXN7_S288	2623.4599356	998.194691	4341.654702	620.3176096	688.33869	830.5618735
TNS1_Y903	1217.342196	1.327222	8.7895857	1.945978	3.01093	2.3664334
PTPRN2_T220	NaN	NaN	NaN	NaN	NaN	NaN
THOC2_S1234	94.7758266	742.0634	339.117828	244.771428	160.4268	287.19228
KANSL2_T131	169.937838	73.189896	281.813553	246.286504	44.2911	78.511785
MAPK9_Y185	NaN	NaN	NaN	NaN	NaN	NaN
ZRSR1_S425	222.363414	660.5846	111.122739	10.0298712	0	269.5972
CDKN1A_S137	34.032474	9.752002	12.6708855	24.499032	.607786	17.772486
ZNF462_S2427	119.9348262	44.895019	380.57565	1103.79436	1270.384	15.06239
PDS5A_S1278	34.6345902	137.748	40.139085	27.364904	11.5301	130.60741
DPYSL3_S265	611.050986	41.72727	332.560158	359.963824	82.8638	243.988141
PAK4_S488	443.627604	815.19386	648.746427	279.7436948	170.18849	246.7201613
SPTBN1_S2138	NaN	NaN	NaN	NaN	NaN	NaN
TP53BP1_S1101	221.61951	591.2751	597.42711	152.191656	213.6512	407.31155
RAI1_S1164	165.710664	74.57073	51.744441	15.730624	9.71723	51.192545
RICTOR_S1302	1319.56209	1342.29771	273.688128	164.73066	149.2853	174.8998353
ROBO1_Y1224	688.03749	354.67978	156.030504	261.779884	17.15929	1611.15678
SRRM2_S2102	NaN	NaN	NaN	NaN	NaN	NaN
ZNF609_S576	714.48615	725.2492	660.00795	239.701688	510.335	548.30973
ZC3H14_S620	726.7520043	1175.6459	238.3298799	268.4773428	162.60304	966.32984
ALG2_S381	32.0677434	6.112912	26.238177	211.603	8.79621	3.1278561
HECA_S250	89.2041822	232.15023	434.394849	605.568492	105.6055	528.38312
YAF2_S57	13.76430678	204.2248	8.8890312	34.0383868	25.59008	26.1887422
CLSPN_S1147	37.1197134	35.99947	16.362276	11.0640212	5.36182	11.417114
TPD52L2_S134	865.1097	605.7766	656.66811	38.524992	33.4739	105.537952
SUN2_T107	783.4806	298.95606	391.238295	178.546756	75.0383	391.235121
CERS2_T346	66.37113	22.89495	38.22294	11.3001404	2.01016	13.407635
CCM2_S393	311.535504	177.88472	73.027101	4.77842864	3.05702	78.839954
CENPC1_T130	231.255864	466.6012	532.32963	87.230312	68.5403	443.86703
PRKAR2A_S58	NaN	NaN	NaN	NaN	NaN	NaN
PDCD4_S457	2896.27002	326.2532	686.521164	72.4386148	135.21409	115.0640657
ARHGEF12_S1468	NaN	NaN	NaN	NaN	NaN	NaN
MYCBP2_S3467	1395.069858	387.39857	774.705876	144.803052	72.28485	82.2447368
PRRC2A_T985	NaN	NaN	NaN	NaN	NaN	NaN
RGPD2_S127	NaN	NaN	NaN	NaN	NaN	NaN
AKAP12_S698	526.12686	0	31.119165	0	195.182	0
ERCC5_S382	520.882488	166.4247	430.74234	94.60826	296.755	178.166663
LARP1_T785	NaN	NaN	NaN	NaN	NaN	NaN
BAZ1B_S347	826.4781	0	56.862834	31.138608	7.78654	6.2783962
CIR1_S365	28.076706	543.0594	181.406379	70.542128	124.0913	170.382413
EML4_S144	NaN	NaN	NaN	NaN	NaN	NaN
MCM3_S681	66.9128418	12.055901	199.703028	240.529896	543.1676	0
SKIV2L_Y358	NaN	NaN	NaN	NaN	NaN	NaN
TBC1D4_S1207	660.59658	105.57508	504.67893	185.06512	439.91	53.147007
PDE4D_S59	NaN	NaN	NaN	NaN	NaN	NaN
ZNF609_T829	173.6057988	904.75515	189.972363	29.2061128	54.4308	574.904152
