	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')
('GTF2I phospho S674', 'Data-Type: phospho')	-0.621051397903	0.489111217365	-0.0517392174219	-1.89946496439	0.45625846892	0.356938581599	-1.2615247374	-0.438953458884	-0.352545650737	-0.472135088838	-2.74548709668	0.0	-0.120319354571	0.0	0.0	0.45625846892	1.40175369149	1.1831255427	0.685717139442	-0.0441000273243	-1.62873589399	-1.2373066698	0.536285007793	0.374933266045	0.0	1.43270527365	-0.626703026359	0.64237328302	-0.339293788443	-0.909873536933	0.390815517156	0.61617094228	1.57377679694	0.954623559861	-0.367775372176	0.731966006898	0.834196517769
('TAGLN2 phospho Y8', 'Data-Type: phospho')	-0.997603334866	0.372424374256	0.130465753196	-3.47103894538	-0.0506772069789	-0.0898721928947	0.134247663519	0.602960981379	0.518887538076	-0.927194020862	-0.850479470763	-0.18111450598	0.602960981379	0.68268605789	0.119748448176	0.539032869347	1.94920849888	1.14355388474	1.10229530221	-1.62224661895	0.255418592313	0.305487444055	0.567509994518	0.0629692993769	-0.270172934742	1.20116208366	-0.314523557959	-0.295470706698	0.0	0.0	-0.659037116621	0.629332103472	-1.19092125775	0.0	0.0	0.0	0.0
('LMNA phospho S307', 'Data-Type: phospho')	0.0800064078233	1.85577591028	0.689894641727	-0.228585269073	-0.664269978758	-0.173026100271	-1.62225025652	-0.631912714907	1.57912485219	-1.33004037496	-1.1142492136	1.3563566578	0.117231875824	1.00214704892	-0.0422894856056	-0.777794558212	0.200729707651	0.529687286661	0.764893309589	-0.675515880985	-1.01453951411	1.3862767268	-0.258283626999	-0.428455262783	-0.207119330686	0.91606747467	-0.0607829263641	-0.19549483528	0.0	0.0	0.354340724545	0.779911668774	0.628855101673	0.0	-2.81669006581	0.0	0.0
('HNRNPD phospho Y244', 'Data-Type: phospho')	-1.56676736317	-0.0161195874042	-0.399926446006	-1.48915620157	-0.160414872314	0.467294413474	-1.4377302986	-0.544399189303	0.458562943511	-1.22230383923	-0.549761982494	1.1601465122	0.258375549437	0.871731461397	0.419350784632	1.35563930259	-0.335854231975	1.79828811242	0.458562943511	-0.763094107628	-1.66371877839	0.364866498922	-1.14262049392	-0.587225469472	-0.0366456281277	2.21016775303	-0.37663863864	0.64007982449	0.0	0.0	-0.253146384663	1.09722342728	0.985233986014	0.0	0.0	0.0	0.0
('CHST9', 'Data-Type: Exp')	-0.470665301443	-0.521537500896	-0.397619639014	-0.478036229205	-0.220643453841	-0.463887931403	-0.428700329244	-0.52759995383	-0.0336793912515	-0.474254229449	2.58989869348	-0.418201087508	-0.323460228406	-0.433946364494	-0.413524889736	-0.0144268280274	-0.429566945583	-0.584773463552	-0.259050941148	-0.49111270298	-0.399781490974	-0.547375465678	-0.572174704448	2.34542572796	-0.465014918787	-0.487139286376	-0.464392124486	-0.405462213477	-0.40832133027	-0.26094580246	-0.501109406534	1.1525743996	2.40159305805	0.626752316044	-0.364917146088	3.27711772693	-0.132040621472
('UQCRFS1P1 phospho T46', 'Data-Type: phospho')	0.949248409519	1.34584047764	-0.629475880111	-0.234867615507	-0.34307513864	0.652734982847	-1.58615206726	-0.980645200483	-0.960641957322	-0.0546089204012	1.14184781886	-0.411610059102	-0.767772929844	0.421619691074	0.838332044586	-0.507463442384	0.0	0.0	0.0	-0.817680837987	-0.491400643507	-1.04549847886	-1.63588342013	1.83076213495	0.962999075146	0.0	0.682338219908	0.3799293074	-0.104565196958	1.2667071307	-0.581545130982	-1.43240688808	0.576810173667	-0.922403870523	0.0	2.20622038858	0.252307823213
('ZNF446 phospho T327', 'Data-Type: phospho')	0.985133589575	0.050461040884	0.045583097033	-0.451740285909	-1.38921498982	-0.0134196401167	-0.434454934333	-0.0867338061711	-1.35727895781	0.43422917325	0.345645382076	-0.34834243905	-0.791267614178	0.358469686892	-0.511202749476	0.239045060522	-0.188431749363	-0.0179561108358	-0.940943081126	0.622374866507	0.181458903446	0.0	-2.24967509318	1.79532788049	0.203913795363	0.294150332113	0.825042630572	1.1869695932	1.61225472861	1.41043034701	-0.00629423305582	0.0	2.19092659638	-1.21694452149	-1.47997328189	0.246888958745	-1.54443217487
('IL17RA phospho S629', 'Data-Type: phospho')	0.948174219038	0.0675658331309	-1.69531765366	0.128744198563	-1.07513902193	-0.553288784719	-0.128974384433	-0.299234256692	0.172876980573	0.203497054568	0.189117985824	0.514092670549	0.194207093478	-0.0822704072812	-0.0653056641571	0.273920513612	1.08453588947	-0.0230573340406	-0.94470630855	-0.15962274491	0.660148291324	0.0	-1.77996196281	1.71458447561	-0.266992929477	1.82170636256	-0.296050183664	-0.00665822287603	0.0	0.0	0.648589726369	0.0	1.59442340747	0.0	-2.83960484294	0.0	0.0
('CCNA1', 'Data-Type: Exp')	-0.910033104131	1.45053961878	-0.71098147281	-0.787687541616	2.8682779844	0.177859854862	-0.604884766855	1.03226233155	-0.818810085926	0.406986307738	-0.802417906333	-0.786739726521	-1.03288291265	-0.99428141678	0.206329876908	-0.28273277325	0.589066190412	-0.305919196915	-0.824556607243	1.47547939575	-0.739317587205	-0.451581429209	0.651849525023	-0.348868506833	-0.767460686274	-0.202318090196	-0.649715060812	1.73759943852	-0.430752512514	-0.559579519197	0.659834814884	1.46436662992	-0.732984696837	-0.825201560891	0.518777750409	2.05412678769	-0.723649345852
('FAM195A Rme1 R65', 'Data-Type: Rme1')	-2.5940005148	-1.05547104262	-1.01927989153	-1.07859854137	1.99303223024	1.0583592873	1.08165155016	1.09473312395	-1.12980891693	-0.667675132122	0.733660323199	-0.131395029455	0.0558578466433	-0.251597535327	-0.53648036116	-1.31239577772	-0.0150903055923	-0.681502062606	-0.456953515141	1.33971561418	-0.777366889815	1.40507470099	-0.339355026391	-0.412659433274	-0.766611754592	-0.699488633596	1.08165155016	-0.232041058283	-0.002024962066	0.563800492999	0.77933418245	0.694630081802	0.0331395018331	0.25171392666	0.0	2.00853227743	-0.0150903055923
('IDH1 AcK K81', 'Data-Type: AcK')	-2.07106491804	-0.0169948447681	-2.18398736521	0.989220504197	1.12656316175	0.476598985723	-0.146168531617	-1.10730533025	0.627654104237	-0.426236499418	0.104480069295	1.41116210214	-0.520723216484	0.469769852375	0.679692479965	0.320952440039	-0.674024144165	0.458757473049	-0.406470814865	1.09811364211	-1.68183062309	1.04999600671	-0.93193416018	0.246694821789	0.205618781462	-1.37211894814	0.730561496844	-0.768063763543	0.0	0.0	1.57762901074	1.0303334452	-0.296875217851	0.0	0.0	0.0	0.0
('PIK3R2 phospho Y449', 'Data-Type: phospho')	-0.963270561231	-0.840224329393	-0.858868093811	-0.157236145041	1.52504619316	-1.21546550052	-0.0868243588945	0.249171779646	-0.15354877236	-0.392422468186	-0.996786995563	-0.420468577893	-1.06603003181	0.0434053609343	0.280110669717	1.72030688336	0.808438818403	0.808438818403	-0.975120919529	0.0798560581685	-1.6173354716	0.849106654548	-1.96114999108	0.261845447205	1.17258427971	0.249171779646	-0.254168982348	0.521264073979	0.0	0.0	2.27051279262	1.31336066805	-0.193699078281	0.0	0.0	0.0	0.0
('CRISPLD1', 'Data-Type: Exp')	-1.00259191526	-0.00916014340953	-0.98882222379	-1.01120167998	0.30697240673	-1.06483389648	0.367767352327	-0.974055264149	0.944943962009	-0.621088461109	-0.925420085648	-0.691469531477	-0.969525498064	1.16241114668	-0.944187301362	2.02481374556	-0.781591260207	-1.11522584236	1.26124961184	0.595124558697	-0.682006424183	-0.586474357622	-0.882386335367	2.18797965424	2.38399657798	-0.0830148772509	1.52904893547	-0.268654571725	0.478571090551	-0.174164993194	0.399547677717	-0.454814051508	-1.02502388484	0.369963676222	0.137798091061	0.737261772264	0.368262339647
('STAU2 Rme1 R131', 'Data-Type: Rme1')	0.0	0.0	0.0	0.0	1.55090204596	-1.55692357371	1.76835463862	-1.05895277	0.133785346642	-0.675314475883	-0.341968014416	-0.123732290732	-0.267533972685	0.0174225915693	0.263680488558	1.99969963554	-0.815016570354	-1.49165652795	-0.984967465506	0.938436963224	-0.14703815691	-1.19221343238	-0.936942574148	0.936020852425	0.501044614403	-1.51092559888	0.0320774774758	1.46659133293	-0.141661579932	-0.16628010036	1.08624617418	-1.30242692198	0.947770751137	0.0112207062015	0.0	0.820309417723	0.23999098924
('GPI AcK K142', 'Data-Type: AcK')	-0.270293248431	-0.32394641806	-0.356677569431	-1.14551702945	2.25513011656	-0.813495769475	-1.18799285895	-0.720702259838	0.166470076594	0.984350069624	-0.447590604252	-0.843860733531	-0.418629768345	-0.808214909713	0.740926218988	0.453009835409	-1.54746151589	-0.823511957386	-0.328847484683	3.07384730193	0.70627627341	0.0	-1.27979594068	1.50879619105	0.205144832365	-0.880056734111	-0.372047347818	-0.145456458322	-0.621366996598	0.207288963231	-0.0775985237743	0.0	-0.0319763149666	0.777979122117	0.672811900255	0.481331401066	1.21167814111
('UFL1 Rme1 R433', 'Data-Type: Rme1')	0.0495002738765	-0.615762241052	-0.555647977848	-2.44971772344	2.06086632673	-0.694178995825	-0.284869160225	-1.41963889742	0.847549751192	0.816720903107	0.462017733623	-1.124866841	-0.9870092052	0.498675501785	-0.788465663872	0.726876394143	-0.842041616462	-0.432931773673	1.12834670344	0.773704755493	0.656409140818	0.403834025896	-1.14817316239	1.86615290921	-0.228797369657	-0.9870092052	0.336281451373	0.919567877406	-1.24180501587	-1.13614310506	1.50958441095	0.907082831604	0.895973678444	-0.497094055324	0.236261564333	0.165795936945	0.172949839159
('ASS1', 'Data-Type: Exp')	0.380223953904	0.849581450852	1.04511775703	-0.835929781418	1.95425251951	1.05625373378	-1.14848484515	1.16788556813	-0.706041793783	0.564755625942	-1.31316971111	0.945137888257	-0.850108215844	1.09656653252	0.610322128959	0.223489537397	-0.375400383984	0.733221282658	-0.0421335292871	-1.11741762779	-1.12261832594	0.0159480478544	-0.832737686987	0.00262756210018	-0.923025878608	-1.80130263373	0.895987608392	-1.65441656734	-1.83797911857	0.22355473962	-0.145575683001	0.308918990722	0.275712765186	1.16630007523	1.54666357431	0.524048799384	-0.880228359196
('SLC16A14', 'Data-Type: Exp')	-0.991200481898	0.190492785395	-0.192829585164	-1.39810271469	1.93177153257	1.52617759486	-1.10927051838	0.433374711346	1.44781916616	0.828786680884	0.347075308923	-0.660867206896	-0.677168779208	0.782236176243	0.436179548628	-0.149026859607	0.822495452875	1.10658103604	0.543213990335	0.105908273874	-1.22520558981	-1.38092280554	-1.30073581882	-0.91834794474	0.607478594664	-1.41990433794	1.42091195731	-1.46557605646	-0.804928825376	0.646653316242	1.38831240691	-0.282099158863	-0.389096310565	-0.172848882226	0.61360763362	0.763024635795	-1.40396892651
('WNT5A', 'Data-Type: Exp')	-0.299552379762	-0.481792685565	1.03335534795	-0.892023106944	1.56121639492	1.14152225192	-0.675784606894	-0.732831176494	0.00734864398095	1.11568372515	-0.746567616887	-0.847414974889	-0.354769441074	1.82143066666	-0.282770624995	0.941915232804	2.66547340731	0.176158099805	-0.734116068201	0.837839508744	-0.688510985242	2.23795292236	-0.529267618781	-0.41031932363	-0.755931996406	-0.76232317282	1.52374475715	-0.746231265721	-0.681712354941	-0.69253459236	-0.751475721672	-0.342708705212	-0.813064796964	0.207888571128	-0.821125626615	-0.455078233793	-0.77362245402
